file name	variable name	current value	ida value
WorldServer\Entities\CPlayer.h	ms_tbl_ItemCombine	<decl-only>	0x184A67E60 bytes[176] FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF ...
WorldServer\Entities\CPlayer.h	ms_tbl_ItemCombine_Link_Result	<decl-only>	0x184A67D00 bytes[176] FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF ...
WorldServer\Entities\CPlayer.h	ms_tbl_ItemCombine_Link_Stuff	<decl-only>	0x184A67DB0 bytes[176] FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF ...
WorldServer\Entities\CPlayer.h	s_AnimusReturnDelay	<decl-only>	0x14098A970 bytes[200] FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF ...
WorldServer\Entities\CPlayer.h	s_BillingForceCloseDelay	<decl-only>	0x14098A030 bytes[200] FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF ...
WorldServer\Entities\CPlayer.h	s_dwAbnormalCloseCount	<decl-only>	0x140988F94 bytes[4] FF FF FF FF
WorldServer\Entities\CPlayer.h	s_dwTotalCloseCount	<decl-only>	0x140988F84 bytes[4] FF FF FF FF
WorldServer\Entities\CPlayer.h	s_fExpDivUnderParty_Kill	<decl-only>	0x14096B228 bytes[32] 00 00 80 3F CD CC 8C 3F 00 00 C0 3F 00 00 00 40 00 00 20 40 00 00 40 40 00 00 60 40 00 00 90 40
WorldServer\Entities\CPlayer.h	s_MgrItemHistory	<decl-only>	0x14098AA40 bytes[3508344] FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF ...
WorldServer\Entities\CPlayer.h	s_MgrLvHistory	<decl-only>	0x140CE3C30 bytes[1476344] FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF ...
WorldServer\Entities\CPlayer.h	s_nAddMstFc	<decl-only>	0x140988DF0 bytes[400] FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF ...
WorldServer\Entities\CPlayer.h	s_nLiveNum	<decl-only>	<ambiguous-name:11>
WorldServer\Entities\CPlayer.h	s_nRaceNum	<decl-only>	0x140988F88 bytes[12] FF FF FF FF FF FF FF FF FF FF FF FF
WorldServer\Entities\CPlayer.h	s_nRevDefPoint	<decl-only>	0x14096B260 bytes[4] 0A 00 00 00
WorldServer\Entities\CPlayer.h	s_nSpareTime	<decl-only>	0x14096BFB8 bytes[4] 64 00 00 00
WorldServer\Entities\CPlayer.h	s_nStdDefPoint	<decl-only>	0x14096B25C bytes[4] 06 00 00 00
WorldServer\Entities\CPlayer.h	s_pForceData	<decl-only>	0x140988DD8 bytes[8] FF FF FF FF FF FF FF FF
WorldServer\Entities\CPlayer.h	s_pnLinkForceItemToEffect	<decl-only>	0x140988F98 bytes[8] FF FF FF FF FF FF FF FF
WorldServer\Entities\CPlayer.h	s_pSkillData	<decl-only>	<ambiguous-name:2>
WorldServer\Entities\CPlayer.h	s_pWeaponData	<decl-only>	0x140F40D10 bytes[8] FF FF FF FF FF FF FF FF
WorldServer\Entities\CPlayer.h	s_SkillIndexPerMastery	<decl-only>	0x140E4C330 bytes[1568] FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF ...
WorldServer\Entities\CPlayer.h	s_tblLimMastery	<decl-only>	0x140988FB0 bytes[2112] FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF ...
WorldServer\Entities\CPlayer.h	s_tblLimMasteryContinue	<decl-only>	0x14098A130 bytes[2112] FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF ...
WorldServer\Entities\CPlayer.h	s_tblLimMasteryCum	<decl-only>	0x140CE32C0 bytes[2112] FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF ...
WorldServer\Entities\CPlayer.h	s_tblLimMasteryCumContinue	<decl-only>	0x1409897F0 bytes[2112] FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF ...
WorldServer\Entities\CPostSystemManager.cpp	s_instance	<decl-only>	<not-found>
WorldServer\Entities\CPvpCashMng.cpp	s_instance	<decl-only>	<not-found>
WorldServer\Entities\CPvpUserAndGuildRankingSystem.cpp	s_instance	<decl-only>	<not-found>
WorldServer\Entities\CQuestMgr.h	s_tblQuest	<decl-only>	0x1849AC0C0 bytes[8] FF FF FF FF FF FF FF FF
WorldServer\Entities\CQuestMgr.h	s_tblQuestHappenEvent	<decl-only>	0x1849AC0B8 bytes[8] FF FF FF FF FF FF FF FF
WorldServer\Entities\CRaceBossMsgController.cpp	s_instance	<decl-only>	<not-found>
WorldServer\Entities\CRaceBossWinRate.h	m_Inst	<decl-only>	0x183D93CC0 bytes[8] FF FF FF FF FF FF FF FF
WorldServer\Entities\CRaceBuffInfoByHolyQuestfGroup.cpp	CRaceBuffInfoByHolyQuestfGroup::TYPE_NAME	{"Win", "Fail", "Lose", "Chaos"}	0x140972080 char_ptr_array[4] [0x1408132F0:"WinGetScaner", 0x140813300:"WinEmptyScaner", 0x140813310:"Fail", 0x140813318:"Lose"]
WorldServer\Entities\CRaceBuffInfoByHolyQuestfGroup.h	TYPE_NAME	<decl-only>	0x140972080 char_ptr_array[4] [0x1408132F0:"WinGetScaner", 0x140813300:"WinEmptyScaner", 0x140813310:"Fail", 0x140813318:"Lose"]
WorldServer\Entities\CRaceBuffManager.cpp	s_instance	<decl-only>	<not-found>
WorldServer\Entities\CRecallEffectController.cpp	s_instance	<decl-only>	<not-found>
WorldServer\Entities\CRecordData.cpp	s_hashTable	{}	<not-found>
WorldServer\Entities\CRecordData.cpp	s_hashTableLoaded	false	<not-found>
WorldServer\Entities\CReturnGateController.cpp	s_instance	<decl-only>	<not-found>
WorldServer\Entities\CRFMonsterAIMgr.h	ms_Instance	<decl-only>	<ambiguous-name:41>
WorldServer\Entities\CRFWorldDatabase.cpp	kEmptySortInner	""	<not-found>
WorldServer\Entities\CRFWorldDatabase.cpp	kEmptySortOuter	""	<not-found>
WorldServer\Entities\CRtc.h	ms_Instance	<decl-only>	<ambiguous-name:41>
WorldServer\Entities\CRusiaBillingMgr.h	m_pRusiaBill	<decl-only>	0x184A6FAA8 bytes[8] FF FF FF FF FF FF FF FF
WorldServer\Entities\cStaticMember_Player.h	_pInstance	<decl-only>	0x140F40D00 bytes[8] FF FF FF FF FF FF FF FF
WorldServer\Entities\CSUItemSystem.cpp	s_instance	<decl-only>	<not-found>
WorldServer\Entities\CTalkCrystalCombineManager.h	ms_pInstance	<decl-only>	<ambiguous-name:4>
WorldServer\Entities\CTotalGuildRankManager.cpp	s_instance	<decl-only>	<not-found>
WorldServer\Entities\CTSingleton.h	s_instance	<decl-only>	<not-found>
WorldServer\Entities\CUnmannedTraderController.cpp	s_instance	<decl-only>	<not-found>
WorldServer\Entities\CUnmannedTraderEnvironmentValue.cpp	CUnmannedTraderEnvironmentValue::Unmanned_Trader_Default_Sort_Query	"si.serial asc"	0x1407FB738 char_ptr [0x1407FB728:"si.serial asc"]
WorldServer\Entities\CUnmannedTraderEnvironmentValue.cpp	CUnmannedTraderEnvironmentValue::Unmanned_Trader_Default_Sort_Type_Name	"serial asc"	0x1407FB720 char_ptr [0x1407FB710:"serial asc"]
WorldServer\Entities\CUnmannedTraderEnvironmentValue.cpp	CUnmannedTraderEnvironmentValue::Unmanned_Trader_Setting_Xml_File	"./Initialize/UnmendTrader.xml"	0x1407FB6E0 char_ptr [0x1407FB6C0:"./Initialize/UnmendTrader.xml"]
WorldServer\Entities\CUnmannedTraderEnvironmentValue.cpp	CUnmannedTraderEnvironmentValue::UNMANNEDTRADETRADEINFO_SAVE_INI_FILE_NAME	""	0x1407FB760 char_ptr [0x1407FB740:"..\\SystemSave\\ServerState.ini"]
WorldServer\Entities\CUnmannedTraderEnvironmentValue.cpp	CUnmannedTraderEnvironmentValue::UNMANNEDTRADETRADEINFO_SAVE_INI_SECTION_NAME	""	0x1407FB780 char_ptr [0x1407FB768:"Unmannedtradetradeinfo"]
WorldServer\Entities\CUnmannedTraderEnvironmentValue.h	Unmanned_Trader_Change_Taxrate_Check_Changed_Day_Delay	<decl-only>	0x1407FB700 bytes[4] 88 13 00 00
WorldServer\Entities\CUnmannedTraderEnvironmentValue.h	Unmanned_Trader_Check_Schedule_Delay	<decl-only>	0x140971898 bytes[4] E8 03 00 00
WorldServer\Entities\CUnmannedTraderEnvironmentValue.h	Unmanned_Trader_Default_Empty_Record_Cnt	<decl-only>	0x1407FB6EC bytes[4] 10 27 00 00
WorldServer\Entities\CUnmannedTraderEnvironmentValue.h	Unmanned_Trader_Default_Sell_Turm	<decl-only>	0x1407FB6F4 bytes[4] 48 00 00 00
WorldServer\Entities\CUnmannedTraderEnvironmentValue.h	Unmanned_Trader_Default_Sort_Query	<decl-only>	0x1407FB738 char_ptr [0x1407FB728:"si.serial asc"]
WorldServer\Entities\CUnmannedTraderEnvironmentValue.h	Unmanned_Trader_Default_Sort_Type_Name	<decl-only>	0x1407FB720 char_ptr [0x1407FB710:"serial asc"]
WorldServer\Entities\CUnmannedTraderEnvironmentValue.h	Unmanned_Trader_Dev_Account_Start_Serial	<decl-only>	0x1407FB704 bytes[4] 00 94 35 77
WorldServer\Entities\CUnmannedTraderEnvironmentValue.h	Unmanned_Trader_Max_Row_Count_Search	<decl-only>	0x1407FB708 bytes[4] 0A 00 00 00
WorldServer\Entities\CUnmannedTraderEnvironmentValue.h	Unmanned_Trader_Max_Schdule_Cnt	<decl-only>	0x1407FB6F0 bytes[4] 0A 00 00 00
WorldServer\Entities\CUnmannedTraderEnvironmentValue.h	Unmanned_Trader_Min_Limit_Empty_Record_Cnt	<decl-only>	0x1407FB6E8 bytes[4] E8 03 00 00
WorldServer\Entities\CUnmannedTraderEnvironmentValue.h	Unmanned_Trader_Nomal_Max_Regist_Item_Cnt	<decl-only>	0x1407FB6F8 bytes[4] 05 00 00 00
WorldServer\Entities\CUnmannedTraderEnvironmentValue.h	Unmanned_Trader_Setting_Xml_File	<decl-only>	0x1407FB6E0 char_ptr [0x1407FB6C0:"./Initialize/UnmendTrader.xml"]
WorldServer\Entities\CUnmannedTraderEnvironmentValue.h	UNMANNEDTRADETRADEINFO_LOOP_DELAY	<decl-only>	0x1407FB70C bytes[4] 60 EA 00 00
WorldServer\Entities\CUnmannedTraderEnvironmentValue.h	UNMANNEDTRADETRADEINFO_SAVE_INI_FILE_NAME	<decl-only>	0x1407FB760 char_ptr [0x1407FB740:"..\\SystemSave\\ServerState.ini"]
WorldServer\Entities\CUnmannedTraderEnvironmentValue.h	UNMANNEDTRADETRADEINFO_SAVE_INI_SECTION_NAME	<decl-only>	0x1407FB780 char_ptr [0x1407FB768:"Unmannedtradetradeinfo"]
WorldServer\Entities\CUnmannedTraderEnvironmentValue.h	UNMANNEDTRADETRADER_LAZYCLEANER_LOOP_DELAY	<decl-only>	0x1407FB788 bytes[4] E0 93 04 00
WorldServer\Entities\CUnmannedTraderEnvironmentValue.h	UNMANNEDTRADETRADER_LAZYCLEANER_UPDATE_MAX_RETRY_CNT	<decl-only>	0x1407FB78C bytes[2] C8 00
WorldServer\Entities\CUnmannedTraderGroupItemInfoTable.h	ms_Instance	<decl-only>	<ambiguous-name:41>
WorldServer\Entities\CUnmannedTraderItemCodeInfo.cpp	CUnmannedTraderItemCodeInfo::operator	(const CUnmannedTraderItemCodeInfo &lhs)	<not-found>
WorldServer\Entities\CUnmannedTraderItemState.h	ms_wszStateName	<decl-only>	0x140971730 char_ptr_array[15] [0x1407F3278:"Wait", 0x1407F3288:"RegistAtWaitRecord", 0x1407F32B0:"RegistAtNewRecord", 0x1407F32D8:"Sell Complete", 0x1407F32F8:"Sell Complete And Wait", 0x1407F3328:"Cancel Regist", 0x1407F3350:"Close For Pass Time Wait Notify", 0x1407F3390:"Cancel Regist For Server Internal Error", 0x1407F33E0:"Cancel Sell Fail For Server Internal Error", 0x1407F3440:"Close Fail For Server Internal error", 0x1407F3490:"Sell Complete Update Wait", 0x1407F34C8:"Close For PassTime", 0x1407F34F0:"Regist Fail For Server Internal Error", 0x1407F3540:"Close For Pass Time Wait Reregistration", 0x1407F3590:"NULL"]
WorldServer\Entities\CUnmannedTraderScheduler.h	ms_Instance	<decl-only>	<ambiguous-name:41>
WorldServer\Entities\CUnmannedTraderSortType.cpp	CUnmannedTraderSortType::operator	(const CUnmannedTraderSortType *lhs)	<not-found>
WorldServer\Entities\CUnmannedTraderTaxRateManager.h	ms_Instance	<decl-only>	<ambiguous-name:41>
WorldServer\Entities\CUnmannedTraderUserInfo.cpp	CUnmannedTraderUserInfo::operator	(const CUnmannedTraderUserInfo &rhs)	<not-found>
WorldServer\Entities\CUnmannedTraderUserInfo.h	ms_kNull	<decl-only>	0x184A6FB10 bytes[104] FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF ...
WorldServer\Entities\CUnmannedTraderUserInfoTable.h	m_uiBuyRollBackCallCountSum	<decl-only>	0x184A6FB90 bytes[4] FF FF FF FF
WorldServer\Entities\CUnmannedTraderUserInfoTable.h	ms_Instance	<decl-only>	<ambiguous-name:41>
WorldServer\Entities\CUserDB_Missing2.cpp	aAe	"FirstSettingData (%s) Item[%d] Invalid Table Code (%s)"	<not-found>
WorldServer\Entities\CUserDB_Missing2.cpp	aAe_0	"FirstSettingData (%s) Item[%d] Unit Item Not Allowed (%s)"	<not-found>
WorldServer\Entities\CUserDB_Missing2.cpp	aAe_1	"FirstSettingData (%s) Item[%d] Record Not Found (%s)"	<not-found>
WorldServer\Entities\CUserDB_Missing2.cpp	aDDatavalidchec_21	"%d > DataValidCheckRevise EMBELL.. INDEX (%d : %d) (DEL)"	0x140728280 string "%d > DataValidCheckRevise Àå"
WorldServer\Entities\CUserDB_Missing2.cpp	aDDatavalidchec_22	"%d > DataValidCheckRevise EMBELL.. COUNT OVER (%d : %d)"	0x1407282C0 string "%d > DataValidCheckRevise "
WorldServer\Entities\CUserDB_Missing2.cpp	aDDatavalidchec_23	"%d > DataValidCheckRevise EMBELL.. COUNT OVER (%d : %d)"	0x140728300 string "%d > DataValidCheckRevise Àå"
WorldServer\Entities\CUserDB_Missing2.cpp	aDDatavalidchec_24	"%d > DataValidCheckRevise FORCE.. INDEX (%d) (DEL)"	0x140728340 string "%d > DataValidCheckRevise Æ"
WorldServer\Entities\CUserDB_Missing2.cpp	aDDatavalidchec_25	"%d > DataValidCheckRevise ANIMUS.. INDEX (%d) (DEL)"	0x140728378 string "%d > DataValidCheckRevise "
WorldServer\Entities\CUserDB_Missing2.cpp	aDDatavalidchec_26	"DataValidCheckRevise SFDelay.. EFFECT (%d : %d) (DEL)"	0x1407285C0 string "%d > DataValidCheckRevise ÀÌÆåÆ® ÀÎµ"
WorldServer\Entities\CUserDB_Missing2.cpp	aDDatavalidchec_27	"DataValidCheckRevise SFDelay.. MASTERY (%d : %d) (DEL)"	0x140728600 string "%d > DataValidCheckRevise "
WorldServer\Entities\CUserDB_Missing2.cpp	aDDDatavalidche	"%d > DataValidCheckRevise UNIT.. SLOT (%d) (DEL)"	0x1407283B8 string "%d > %d DataValidCheckRevise À"
WorldServer\Entities\CUserDB_Missing2.cpp	aDDDatavalidche_0	"%d > DataValidCheckRevise QUEST.. TYPE (%d : %d) (DEL)"	0x1407283F0 string "%d > %d DataValidCheckRevise Äù"
WorldServer\Entities\CUserDB_Missing2.cpp	aDDDatavalidche_1	"%d > DataValidCheckRevise QUEST.. INDEX (%d : %d) (DEL)"	0x140728428 string "%d > %d DataValidCheckRevise Äù"
WorldServer\Entities\CUserDB.cpp	_INVEN_DB_BASE::_LIST::operator	(const _LIST &rhs)	<not-found>
WorldServer\Entities\CUserDB.cpp	_INVEN_DB_BASE::operator	(const _INVEN_DB_BASE &rhs)	<not-found>
WorldServer\Entities\CUserDB.cpp	_INVENKEY::operator	(const _INVENKEY &rhs)	<not-found>
WorldServer\Entities\CUserDB.cpp	kDataValidCheckLevel	"D_DataValidCheck (Serial:%d) Level:%d Max:%d"	<not-found>
WorldServer\Entities\CUserDB.cpp	kDataValidCheckRace	"D_DataValidCheck (Serial:%d) Race:%d"	<not-found>
WorldServer\Entities\CUserDB.cpp	wszGMCmp	"GM"	0x14096C030 string "[GameMaster]"
WorldServer\Entities\CUserDB.cpp	wszNonMakeName	{"GM", "ADMIN", "OPERATOR"}	0x14096BB50 bytes[24] 48 82 70 40 01 00 00 00 40 82 70 40 01 00 00 00 38 82 70 40 01 00 00 00
WorldServer\Entities\CUserDB.cpp	wszNonMakeName_0	{"GM", "ADMIN", "OPERATOR"}	0x14096C0C8 bytes[24] A8 70 72 40 01 00 00 00 A0 70 72 40 01 00 00 00 34 70 72 40 01 00 00 00
WorldServer\Entities\CUserDB.cpp	wszNonMakeName_1	{"GM", "ADMIN", "OPERATOR"}	0x14096D730 bytes[24] 54 FC 74 40 01 00 00 00 4C FC 74 40 01 00 00 00 44 FC 74 40 01 00 00 00
WorldServer\Entities\CUserDB.h	s_logAvatorDB	<decl-only>	0x140F40E00 bytes[184] FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF ...
WorldServer\Entities\CUserDB.h	s_MgrLobbyHistory	<decl-only>	0x140F40EC0 bytes[3508344] FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF ...
WorldServer\Entities\CUserDB.h	s_MoveLobbyDelay	<decl-only>	0x140F40D30 bytes[200] FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF ...
WorldServer\Entities\CUserDB.h	s_nLoginNum	<decl-only>	0x140F40D20 bytes[4] FF FF FF FF
WorldServer\Entities\CUserRankingProcess.cpp	s_rankInGuildTh	0	<not-found>
WorldServer\Entities\CWeeklyGuildRankManager.cpp	s_instance	<decl-only>	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHIfChangeMonster	"change_monster"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHIfCompleteMsg	"complete_msg"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHIfDescription	"description"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHInnerMsgToken	"msg:"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHInnerRespawnToken	"respawn_monster:"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHJobCommandContents	"contents"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHJobCommandCount	"count"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHJobCommandDescription	"description"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHJobCommandReactContents	"react_contents"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHJobCommandReactType	"react_type"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHJobCommandType	"type"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHJobContentsAny	"ANY"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHJobOrderAnd	"AND"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHJobOrderOr	"OR"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHJobReactPortal	"PORTAL"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHJobTypeHunt	"HUNT"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHJobTypeTake	"TAKE"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHMissionCommandAddMonster	"add_monster"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHMissionCommandAddTime	"add_time"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHMissionCommandArea	"area"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHMissionCommandChangeMonster	"change_monster"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHMissionCommandCompleteMsg	"complete_msg"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHMissionCommandDescription	"description"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHMissionCommandGatePos	"gate_pos"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHMissionCommandIf	"if"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHMissionCommandInner	"inner"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHMissionCommandJobOrder	"job_order"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHMissionCommandLimTimeSec	"lim_time_sec"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHMissionCommandLootItem	"loot_item"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHMissionCommandRespawnMonster	"respawn_monster"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHMissionCommandRespawnMonsterOption	"respawn_monster_option"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHMissionCommandRespond	"respond"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHMissionCommandResultContents	"result_contents"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHMissionCommandResultType	"result_type"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHMissionCommandStartPos	"start_pos"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHMissionResultComplete	"COMPLETE"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHMissionResultNext	"NEXT"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHMissionResultPortal	"PORTAL"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHQuestCommandDescription	"description"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHQuestCommandDummyBlock	"dummy_block"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHQuestCommandLimitLvMax	"limit_lv_max"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHQuestCommandLimitLvMin	"limit_lv_min"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHQuestCommandMemberNum	"member_num"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHQuestCommandMembershipParty	"membership_party"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHQuestCommandMonsterGroup	"monster_group"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHQuestCommandRewardDalant	"reward_dalant"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHQuestCommandRewardExp	"reward_exp"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHQuestCommandRewardItem	"reward_item"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHQuestCommandRewardPvp	"reward_pvp"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHQuestCommandStartMission	"start_mission"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHQuestCommandUseMap	"use_map"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHReactAreaBlockToken	"block:"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHReactAreaDummyToken	"dummy:"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHReactAreaNoValue	"-1"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHReactObjectGroupToken	"m_group:"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHReactObjectItemToken	"item:"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHReactObjectMonsterToken	"monster:"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHRespawnLimToken	"lim:"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHRespawnTermToken	"term:"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHRespondHuntToken	"hunt:"	<not-found>
WorldServer\Entities\DarkHoleQuestCommands.cpp	kDHRewardScopeOne	"one"	<not-found>
WorldServer\Entities\DfAIMgr.cpp	fBeforeTar	<decl-only>	0x141372678 bytes[12] FF FF FF FF FF FF FF FF FF FF FF FF
WorldServer\Entities\DfAIMgr.cpp	fNextTarPos	<decl-only>	0x141372668 bytes[12] FF FF FF FF FF FF FF FF FF FF FF FF
