name	file	line	decl
_monster_real_move_zocl	tes.h	80418	struct __unaligned __declspec(align(2)) _monster_real_move_zocl
_move_error_result_zocl	tes.h	80919	struct __unaligned __declspec(align(1)) _move_error_result_zocl
_move_potal_request_clzo	tes.h	79514	struct __unaligned __declspec(align(1)) _move_potal_request_clzo
_move_potal_result_zocl	tes.h	80263	struct __unaligned __declspec(align(1)) _move_potal_result_zocl
_move_request_clzo	tes.h	79401	struct __unaligned __declspec(align(2)) _move_request_clzo
_msgfilter	tes.h	62138	struct __unaligned __declspec(align(4)) _msgfilter
_notice_is_arrive_master	tes.h	58566	struct __unaligned __declspec(align(1)) _notice_is_arrive_master
_notice_next_quest_inform_zocl	tes.h	58670	struct __unaligned __declspec(align(1)) _notice_next_quest_inform_zocl
_notify_effect_for_get_gold_box_item_zocl	tes.h	33394	struct __unaligned __declspec(align(2)) _notify_effect_for_get_gold_box_item_zocl
_notify_gold_box_event_status_zocl	tes.h	37034	struct __unaligned __declspec(align(2)) _notify_gold_box_event_status_zocl
_notify_player_time_limit_Info_zocl	tes.h	36212	struct __unaligned __declspec(align(2)) _notify_player_time_limit_Info_zocl
_notify_race_battle_penelty_zocl	tes.h	82362	struct __unaligned __declspec(align(1)) _notify_race_battle_penelty_zocl
_notify_recall_request_zocl	tes.h	59534	struct __unaligned __declspec(align(1)) _notify_recall_request_zocl
_notify_set_race_buff_by_holy_quest_zocl	tes.h	55245	struct __unaligned __declspec(align(1)) _notify_set_race_buff_by_holy_quest_zocl
_notify_unmanned_trader_weekly_daily_income_zocl	tes.h	56026	struct __unaligned __declspec(align(1)) _notify_unmanned_trader_weekly_daily_income_zocl
_notify_update_player_time_limit_Info_zocl	tes.h	31806	struct __unaligned __declspec(align(2)) _notify_update_player_time_limit_Info_zocl
_npc_create_zocl	tes.h	80508	struct __unaligned __declspec(align(2)) _npc_create_zocl
_npc_destroy_zocl	tes.h	80516	struct __unaligned __declspec(align(2)) _npc_destroy_zocl
_npc_move_zocl	tes.h	80522	struct __unaligned __declspec(align(2)) _npc_move_zocl
_npc_quest_list_result_zocl	tes.h	32565	struct __cppobj __unaligned __declspec(align(1)) _npc_quest_list_result_zocl
_nuclear_bomb_drop_result_zocl	tes.h	33750	struct __cppobj __unaligned __declspec(align(1)) _nuclear_bomb_drop_result_zocl
_nuclear_bomb_position_inform_zocl	tes.h	36935	struct __cppobj __unaligned __declspec(align(2)) _nuclear_bomb_position_inform_zocl
_object_server_pos_result_zocl	tes.h	79437	struct __unaligned __declspec(align(1)) _object_server_pos_result_zocl
_objectpositions	tes.h	63158	struct __unaligned __declspec(align(4)) _objectpositions
_open_control_inform_acwr	tes.h	52981	struct __unaligned __declspec(align(1)) _open_control_inform_acwr
_open_return_gate_inform_zocl	tes.h	59496	struct __unaligned __declspec(align(1)) _open_return_gate_inform_zocl
_ore_cutting_request_clzo	tes.h	79263	struct _ore_cutting_request_clzo
_ore_cutting_result_zocl	tes.h	57552	struct __unaligned __declspec(align(1)) _ore_cutting_result_zocl::_list
_ore_into_bag_request_clzo	tes.h	79270	struct __unaligned __declspec(align(1)) _ore_into_bag_request_clzo
_ore_into_bag_result_zocl	tes.h	81396	struct _ore_into_bag_result_zocl
_other_map_out_zocl	tes.h	80957	struct __unaligned __declspec(align(2)) _other_map_out_zocl
_other_new_view_zocl	tes.h	80785	struct __unaligned __declspec(align(1)) _other_new_view_zocl
_other_shape_cash_rename_zocl	tes.h	55670	struct __unaligned __declspec(align(1)) _other_shape_cash_rename_zocl
_other_shape_change_zocl	tes.h	34311	struct __unaligned __declspec(align(1)) _other_shape_change_zocl::_model
_other_shape_failure_zocl	tes.h	80831	struct __unaligned __declspec(align(1)) _other_shape_failure_zocl
_other_unit_ride_change_zocl	tes.h	80821	struct __unaligned __declspec(align(1)) _other_unit_ride_change_zocl
_parkingunit_change_owner_zocl	tes.h	80290	struct __unaligned __declspec(align(1)) _parkingunit_change_owner_zocl
_parkingunit_create_zocl	tes.h	80271	struct __unaligned __declspec(align(1)) _parkingunit_create_zocl
_parkingunit_destroy_zocl	tes.h	80283	struct __unaligned __declspec(align(1)) _parkingunit_destroy_zocl
_parkingunit_fixpositon_zocl	tes.h	80299	struct __unaligned __declspec(align(1)) _parkingunit_fixpositon_zocl
_party_leave_self_result_zocl	tes.h	81438	struct __unaligned __declspec(align(1)) _party_leave_self_result_zocl
_party_member_effect_upd	tes.h	81503	struct _party_member_effect_upd
_party_member_fp_upd	tes.h	81470	struct __unaligned __declspec(align(2)) _party_member_fp_upd
_party_member_hp_upd	tes.h	81464	struct __unaligned __declspec(align(2)) _party_member_hp_upd
_party_member_info_upd	tes.h	37181	struct __unaligned __declspec(align(1)) _party_member_info_upd::_EFFECT
_party_member_lv_upd	tes.h	81482	struct __unaligned __declspec(align(1)) _party_member_lv_upd
_party_member_max_hfsp_upd	tes.h	81495	struct __unaligned __declspec(align(2)) _party_member_max_hfsp_upd
_party_member_pos_upd	tes.h	81488	struct __unaligned __declspec(align(1)) _party_member_pos_upd
_party_member_sp_upd	tes.h	81476	struct __unaligned __declspec(align(2)) _party_member_sp_upd
_pc_room_reward_info_clzo	tes.h	58342	struct __unaligned __declspec(align(1)) _pc_room_reward_info_clzo
_personal_automine_battery_extract_clzo	tes.h	57434	struct __cppobj __unaligned __declspec(align(2)) _personal_automine_battery_extract_clzo
_personal_automine_battery_insert_clzo	tes.h	57420	struct __cppobj __unaligned __declspec(align(1)) _personal_automine_battery_insert_clzo
_personal_automine_install_clzo	tes.h	57396	struct __cppobj __unaligned __declspec(align(1)) _personal_automine_install_clzo
_personal_automine_popore_clzo	tes.h	57473	struct __cppobj __unaligned __declspec(align(1)) _personal_automine_popore_clzo
_personal_automine_selore_clzo	tes.h	57408	struct __cppobj __unaligned __declspec(align(1)) _personal_automine_selore_clzo
_personal_automine_uninstall_clzo	tes.h	57402	struct __cppobj __unaligned __declspec(align(2)) _personal_automine_uninstall_clzo
_player_destroy_zocl	tes.h	80837	struct __unaligned __declspec(align(1)) _player_destroy_zocl
_player_die_zocl	tes.h	80844	struct __unaligned __declspec(align(2)) _player_die_zocl
_player_fixpositon_zocl	tes.h	80850	struct __unaligned __declspec(align(2)) _player_fixpositon_zocl
_player_macro_update_request_clzo	tes.h	80757	struct __unaligned __declspec(align(2)) _player_macro_update_request_clzo
_player_move_zocl	tes.h	80877	struct __unaligned __declspec(align(1)) _player_move_zocl
_player_real_move_zocl	tes.h	80862	struct __unaligned __declspec(align(1)) _player_real_move_zocl
_player_resurrect_zocl	tes.h	80898	struct __unaligned __declspec(align(1)) _player_resurrect_zocl
_player_revival_zocl	tes.h	80886	struct __unaligned __declspec(align(1)) _player_revival_zocl
_player_stop_zocl	tes.h	80913	struct __unaligned __declspec(align(2)) _player_stop_zocl
_possible_battle_guild_list_request_clzo	tes.h	79737	struct __unaligned __declspec(align(1)) _possible_battle_guild_list_request_clzo
_post_delete_reply_zocl	tes.h	82315	struct __unaligned __declspec(align(1)) _post_delete_reply_zocl
_post_request_clzo	tes.h	78841	struct __cppobj __unaligned __declspec(align(1)) _post_request_clzo
_post_return_confirm_result_zocl	tes.h	82321	struct __unaligned __declspec(align(1)) _post_return_confirm_result_zocl
_potionsocket_division_request_clzo	tes.h	78951	struct __unaligned __declspec(align(1)) _potionsocket_division_request_clzo
_potionsocket_division_result_zocl	tes.h	81125	struct __unaligned __declspec(align(1)) _potionsocket_division_result_zocl
_potionsocket_separation_request_clzo	tes.h	78945	struct __unaligned __declspec(align(1)) _potionsocket_separation_request_clzo
_potionsocket_separation_result_zocl	tes.h	81116	struct __unaligned __declspec(align(1)) _potionsocket_separation_result_zocl
_progress_vote_inform_zocl	tes.h	58080	struct __unaligned __declspec(align(1)) _progress_vote_inform_zocl
_propose_vote_request_clzo	tes.h	35992	struct __cppobj __unaligned __declspec(align(1)) _propose_vote_request_clzo
_pt_automine_getoutore_clzo	tes.h	57772	struct __unaligned __declspec(align(1)) _pt_automine_getoutore_clzo
_pt_automine_merge_clzo	tes.h	57576	struct __cppobj _pt_automine_merge_clzo
_pt_request_punishment_clzo	tes.h	32167	struct __cppobj _pt_request_punishment_clzo
_punctuation	tes.h	76233	struct __unaligned __declspec(align(4)) _punctuation
_pvp_cash_point_recorver_request_clzo	tes.h	79223	struct __unaligned __declspec(align(1)) _pvp_cash_point_recorver_request_clzo
_pvp_cash_point_recover_result_zocl	tes.h	53962	struct __unaligned __declspec(align(1)) _pvp_cash_point_recover_result_zocl
_pvp_order_view_point_inform_zocl	tes.h	36141	struct __cppobj __unaligned __declspec(align(4)) _pvp_order_view_point_inform_zocl
_quest_return_item_after_quest_zocl	tes.h	58509	struct _quest_return_item_after_quest_zocl
_recv_hsk_quest_inform_zocl	tes.h	81962	struct _recv_hsk_quest_inform_zocl
_refresh_group_target_position_zocl	tes.h	82009	struct __unaligned __declspec(align(1)) _refresh_group_target_position_zocl
_release_siege_mode_other_inform_zocl	tes.h	82191	struct __unaligned __declspec(align(2)) _release_siege_mode_other_inform_zocl
_remaintime_inform_zocl	tes.h	82197	struct __unaligned __declspec(align(2)) _remaintime_inform_zocl
_remaintime_pcbang_request_bizo	tes.h	79835	struct __unaligned __declspec(align(1)) _remaintime_pcbang_request_bizo
_remaintime_personal_request_bizo	tes.h	79827	struct __unaligned __declspec(align(1)) _remaintime_personal_request_bizo
_repastespecial	tes.h	73078	struct __unaligned __declspec(align(4)) _repastespecial
_res_division_request_clzo	tes.h	78938	struct __unaligned __declspec(align(1)) _res_division_request_clzo
_res_division_result_zocl	tes.h	81344	struct __unaligned __declspec(align(1)) _res_division_result_zocl
_res_separation_request_clzo	tes.h	78932	struct __unaligned __declspec(align(1)) _res_separation_request_clzo
_res_separation_result_zocl	tes.h	81335	struct __unaligned __declspec(align(1)) _res_separation_result_zocl
_return_gate_fix_position_zocl	tes.h	80249	struct __unaligned __declspec(align(1)) _return_gate_fix_position_zocl
_reward_add_item_zocl	tes.h	81552	struct __unaligned __declspec(align(1)) _reward_add_item_zocl
_s__CatchableType	tes.h	26421	struct __unaligned __declspec(align(4)) _s__CatchableType
_s__CatchableTypeArray	tes.h	26430	struct __unaligned __declspec(align(4)) _s__CatchableTypeArray
_s__RTTIBaseClassDescriptor2	tes.h	25156	struct __unaligned __declspec(align(4)) _s__RTTIBaseClassDescriptor2
_s__RTTICompleteObjectLocator	tes.h	26672	struct __unaligned __declspec(align(4)) _s__RTTICompleteObjectLocator
_s__RTTICompleteObjectLocator2	tes.h	85837	struct __unaligned __declspec(align(4)) _s__RTTICompleteObjectLocator2
_s__ThrowInfo	tes.h	32305	struct __unaligned __declspec(align(4)) _s__ThrowInfo
_selchange	tes.h	67665	struct __unaligned __declspec(align(4)) _selchange
_select_class_request_clzo	tes.h	79305	struct __unaligned __declspec(align(1)) _select_class_request_clzo
_select_waited_quest_command_zocl	tes.h	81920	struct __unaligned __declspec(align(2)) _select_waited_quest_command_zocl
_send_fromweb_raceboss_msg_request_zowb	tes.h	58270	struct __unaligned __declspec(align(1)) _send_fromweb_raceboss_msg_request_zowb
_send_raceboss_msg_request_zowb	tes.h	58263	struct __unaligned __declspec(align(1)) _send_raceboss_msg_request_zowb
_set_group_map_point_request_clzo	tes.h	79055	struct __unaligned __declspec(align(1)) _set_group_map_point_request_clzo
_set_item_check_request_clzo	tes.h	28968	struct __unaligned __declspec(align(1)) _set_item_check_request_clzo
_set_item_check_result_zocl	tes.h	33417	struct __unaligned __declspec(align(2)) _set_item_check_result_zocl
_set_target_object_result_zocl	tes.h	81983	struct __unaligned __declspec(align(1)) _set_target_object_result_zocl
_shield_equip_dur_dec_zocl	tes.h	80814	struct __unaligned __declspec(align(1)) _shield_equip_dur_dec_zocl
_skill_recall_teleport_request_clzo	tes.h	80008	struct __unaligned __declspec(align(1)) _skill_recall_teleport_request_clzo
_skill_request_clzo	tes.h	79945	struct __unaligned __declspec(align(1)) _skill_request_clzo
_stat_inform_zocl	tes.h	80989	struct __unaligned __declspec(align(2)) _stat_inform_zocl
_state_inform_zocl	tes.h	80964	struct __unaligned __declspec(align(4)) _state_inform_zocl
_stone_create_zocl	tes.h	80548	struct __unaligned __declspec(align(1)) _stone_create_zocl
_stone_destroy_zocl	tes.h	80557	struct __unaligned __declspec(align(1)) _stone_destroy_zocl
_stone_enter_inform_zocl	tes.h	58638	struct __unaligned __declspec(align(1)) _stone_enter_inform_zocl
_stone_fixpositon_zocl	tes.h	80564	struct __unaligned __declspec(align(1)) _stone_fixpositon_zocl
_take_loot_item_inform_zocl	tes.h	81516	struct _take_loot_item_inform_zocl
_target_object_hp_inform_clzo	tes.h	81975	struct _target_object_hp_inform_clzo
_teleport_error_result_zocl	tes.h	82379	struct __unaligned __declspec(align(1)) _teleport_error_result_zocl
_throw_unit_result_other_zocl	tes.h	33925	struct __cppobj __unaligned __declspec(align(1)) _throw_unit_result_other_zocl
_total_guild_rank_request_clzo	tes.h	79032	struct __unaligned __declspec(align(1)) _total_guild_rank_request_clzo
_tower_create_zocl	tes.h	80622	struct __unaligned __declspec(align(2)) _tower_create_zocl
_tower_destroy_zocl	tes.h	80631	struct __unaligned __declspec(align(1)) _tower_destroy_zocl
_trans_account_inform_acwr	tes.h	53070	struct __unaligned __declspec(align(2)) _trans_account_inform_acwr
_trans_ship_state_inform_zocl	tes.h	59083	struct __unaligned __declspec(align(1)) _trans_ship_state_inform_zocl
_trans_ship_ticket_inform_zocl	tes.h	36425	struct __unaligned __declspec(align(1)) _trans_ship_ticket_inform_zocl::__list
_trans_ship_ticket_pass_inform_zocl	tes.h	59072	struct __unaligned __declspec(align(1)) _trans_ship_ticket_pass_inform_zocl
_transform_siege_mode_other_inform_zocl	tes.h	82178	struct __unaligned __declspec(align(1)) _transform_siege_mode_other_inform_zocl
_trap_alter_transpar_inform_zocl	tes.h	80502	struct __unaligned __declspec(align(1)) _trap_alter_transpar_inform_zocl
_trap_create_zocl	tes.h	80469	struct __unaligned __declspec(align(1)) _trap_create_zocl
_trap_destroy_zocl	tes.h	80479	struct __unaligned __declspec(align(1)) _trap_destroy_zocl
_trap_fixpositon_zocl	tes.h	80485	struct __unaligned __declspec(align(2)) _trap_fixpositon_zocl
_trunk_alter_item_slot_request_clzo	tes.h	79116	struct __unaligned __declspec(align(2)) _trunk_alter_item_slot_request_clzo
_trunk_io_money_request_clzo	tes.h	79139	struct __unaligned __declspec(align(1)) _trunk_io_money_request_clzo
_trunk_io_move_request_clzo	tes.h	79091	struct __unaligned __declspec(align(1)) _trunk_io_move_request_clzo
_trunk_potionsocket_division_request_clzo	tes.h	79131	struct __unaligned __declspec(align(1)) _trunk_potionsocket_division_request_clzo
_trunk_res_division_request_clzo	tes.h	79123	struct __unaligned __declspec(align(1)) _trunk_res_division_request_clzo
_uilock_init_request_wrac	tes.h	52949	struct __unaligned __declspec(align(1)) _uilock_init_request_wrac
_uilock_init_result_acwr	tes.h	52930	struct _uilock_init_result_acwr
_uilock_update_request_wrac	tes.h	53102	struct __unaligned __declspec(align(1)) _uilock_update_request_wrac
_uilock_update_result_acwr	tes.h	52900	struct _uilock_update_result_acwr
_uilock_user_refresh_info_result_acwr	tes.h	53046	struct __unaligned __declspec(align(1)) _uilock_user_refresh_info_result_acwr
_unit_alter_fee_inform_zocl	tes.h	81233	struct __unaligned __declspec(align(1)) _unit_alter_fee_inform_zocl
_unit_booster_charge_inform_zocl	tes.h	80946	struct __unaligned __declspec(align(1)) _unit_booster_charge_inform_zocl
_unit_bullet_fill_request_clzo	tes.h	78885	struct __unaligned __declspec(align(1)) _unit_bullet_fill_request_clzo
_unit_bullet_fill_result_zocl	tes.h	81197	struct __unaligned __declspec(align(2)) _unit_bullet_fill_result_zocl
_unit_delivery_request_clzo	tes.h	78892	struct __unaligned __declspec(align(1)) _unit_delivery_request_clzo
_unit_delivery_result_zocl	tes.h	81206	struct __unaligned __declspec(align(1)) _unit_delivery_result_zocl
_unit_force_return_inform_zocl	tes.h	81249	struct __unaligned __declspec(align(1)) _unit_force_return_inform_zocl
_unit_frame_buy_request_clzo	tes.h	78867	struct __unaligned __declspec(align(1)) _unit_frame_buy_request_clzo
_unit_frame_buy_result_zocl	tes.h	81157	struct __unaligned __declspec(align(2)) _unit_frame_buy_result_zocl
_unit_frame_repair_request_clzo	tes.h	78879	struct __unaligned __declspec(align(1)) _unit_frame_repair_request_clzo
_unit_frame_repair_result_zocl	tes.h	81188	struct __unaligned __declspec(align(2)) _unit_frame_repair_result_zocl
_unit_pack_fill_result_zocl	tes.h	32227	struct __cppobj __unaligned __declspec(align(1)) _unit_pack_fill_result_zocl
_unit_part_tuning_request_clzo	tes.h	35999	struct __cppobj __unaligned __declspec(align(2)) _unit_part_tuning_request_clzo
_unit_return_result_zocl	tes.h	81216	struct __unaligned __declspec(align(1)) _unit_return_result_zocl
_unit_sell_request_clzo	tes.h	78873	struct __unaligned __declspec(align(1)) _unit_sell_request_clzo
_unmannedtrader_Sell_Wait_item_inform_zocl	tes.h	36919	struct __unaligned __declspec(align(2)) _unmannedtrader_Sell_Wait_item_inform_zocl::__list
_unmannedtrader_regist_item_error_result_zocl	tes.h	56707	struct __unaligned __declspec(align(1)) _unmannedtrader_regist_item_error_result_zocl
_unmannedtrader_search_list_result_zocl	tes.h	37327	struct _unmannedtrader_search_list_result_zocl::__list
_use_active_jade_result_zocl	tes.h	36409	struct __unaligned __declspec(align(2)) _use_active_jade_result_zocl
_use_fire_cracker_item_inform_zocl	tes.h	79607	struct __unaligned __declspec(align(2)) _use_fire_cracker_item_inform_zocl
_use_fire_cracker_item_result_zocl	tes.h	79596	struct __unaligned __declspec(align(1)) _use_fire_cracker_item_result_zocl
_use_potion_result_other_zocl	tes.h	81064	struct __unaligned __declspec(align(1)) _use_potion_result_other_zocl
_use_potion_result_zocl	tes.h	81054	struct _use_potion_result_zocl
_use_radar_result_zocl	tes.h	82287	struct __unaligned __declspec(align(1)) _use_radar_result_zocl
_use_soccer_ball_item_inform_zocl	tes.h	79624	struct __unaligned __declspec(align(1)) _use_soccer_ball_item_inform_zocl
_use_soccer_ball_item_result_zocl	tes.h	79613	struct __unaligned __declspec(align(1)) _use_soccer_ball_item_result_zocl
_user_block_request_wrac	tes.h	53035	struct __unaligned __declspec(align(1)) _user_block_request_wrac
_user_block_result_acwr	tes.h	53171	struct __unaligned __declspec(align(1)) _user_block_result_acwr
_user_num_report_wrac	tes.h	53150	struct __unaligned __declspec(align(1)) _user_num_report_wrac
_weekly_guild_rank_request_clzo	tes.h	79038	struct __unaligned __declspec(align(1)) _weekly_guild_rank_request_clzo
_weekly_guild_rank_result_no_data_zocl	tes.h	57808	struct __unaligned __declspec(align(1)) _weekly_guild_rank_result_no_data_zocl
_world_msg_inform_acwr	tes.h	53021	struct __cppobj __unaligned __declspec(align(1)) _world_msg_inform_acwr
_world_user_num_zowb	tes.h	60558	struct __unaligned __declspec(align(1)) _world_user_num_zowb
tagBITMAPFILEHEADER	tes.h	51493	struct __unaligned __declspec(align(2)) tagBITMAPFILEHEADER
tagDELEGATEITEMID	tes.h	62713	struct __unaligned __declspec(align(1)) tagDELEGATEITEMID
tagHyphenateInfo	tes.h	71380	struct __unaligned __declspec(align(4)) tagHyphenateInfo
tagLVKEYDOWN	tes.h	67857	struct __unaligned __declspec(align(2)) tagLVKEYDOWN
tagMETAHEADER	tes.h	62789	struct __unaligned __declspec(align(2)) tagMETAHEADER
tagTCKEYDOWN	tes.h	73785	struct __unaligned __declspec(align(2)) tagTCKEYDOWN
tagTVKEYDOWN	tes.h	69793	struct __unaligned __declspec(align(2)) tagTVKEYDOWN
waveformat_tag	tes.h	27232	struct __unaligned __declspec(align(2)) waveformat_tag
