name	required_pack	status	file	line	kind	current_pack	decl
_stone_create_zocl	1	no_match_in_entities					
_stone_destroy_zocl	1	no_match_in_entities					
_stone_enter_inform_zocl	1	no_match_in_entities					
_stone_fixpositon_zocl	1	no_match_in_entities					
_store_list_result_zocl	1	ok	WorldServer/Entities/store_list_result_zocl.h	6	struct	1	struct _store_list_result_zocl
_suggested_matter_change_taxrate	1	missing_pack_scope	WorldServer/Entities/TRC_AutoTrade.h	9	class		class __cppobj _suggested_matter_change_taxrate
_take_loot_item_inform_zocl	1	no_match_in_entities					
_talik_crystal_exchange_clzo::_list	1	no_match_in_entities					
_target_monster_aggro_inform_zocl	1	ok	WorldServer/Entities/target_monster_aggro_inform_zocl.h	6	struct	1	struct _target_monster_aggro_inform_zocl
_target_monster_aggro_inform_zocl::_aggro_node	1	no_match_in_entities					
_target_monster_contsf_allinform_zocl	1	ok	WorldServer/Entities/CPlayer.h	902	struct	1	struct __cppobj __unaligned __declspec(align(1)) _target_monster_contsf_allinform_zocl
_target_object_hp_inform_clzo	1	no_match_in_entities					
_target_player_damage_contsf_allinform_zocl	1	ok	WorldServer/Entities/CPlayer.h	918	struct	1	struct __cppobj __unaligned __declspec(align(1)) _target_player_damage_contsf_allinform_zocl
_target_player_damage_contsf_allinform_zocl::_playercontsf	1	no_match_in_entities					
_teleport_error_result_zocl	1	no_match_in_entities					
_throw_skill_result_one_zocl::__effected_list	1	no_match_in_entities					
_throw_unit_result_other_zocl	1	no_match_in_entities					
_total_guild_rank_request_clzo	1	no_match_in_entities					
_total_guild_rank_result_zocl	1	missing_pack_scope	WorldServer/Entities/CTotalGuildRankInfo.h	6	struct		struct _total_guild_rank_result_zocl;
_total_guild_rank_result_zocl	1	ok	WorldServer/Entities/CTotalGuildRankInfo.h	24	struct	1	struct __cppobj _total_guild_rank_result_zocl
_tower_create_zocl	1	no_match_in_entities					
_tower_destroy_zocl	1	no_match_in_entities					
_trans_account_inform_acwr	1	no_match_in_entities					
_trans_account_report_wrac	1	ok	WorldServer/Entities/trans_account_report_wrac.h	7	struct	1	struct __unaligned __declspec(align(1)) _trans_account_report_wrac
_trans_gm_msg_inform_zocl	1	ok	WorldServer/Entities/trans_gm_msg_inform_zocl.h	6	struct	1	struct __cppobj __unaligned __declspec(align(1)) _trans_gm_msg_inform_zocl
_trans_ship_state_inform_zocl	1	no_match_in_entities					
_trans_ship_ticket_inform_zocl	1	no_match_in_entities					
_trans_ship_ticket_inform_zocl::__list	1	no_match_in_entities					
_trans_ship_ticket_pass_inform_zocl	1	no_match_in_entities					
_transform_siege_mode_other_inform_zocl	1	no_match_in_entities					
_trap_alter_transpar_inform_zocl	1	no_match_in_entities					
_trap_create_zocl	1	no_match_in_entities					
_trap_destroy_zocl	1	no_match_in_entities					
_trap_fixpositon_zocl	1	no_match_in_entities					
_trunk_alter_item_slot_request_clzo	1	no_match_in_entities					
_trunk_download_result_zocl	1	ok	WorldServer/Entities/trunk_download_result_zocl.h	6	struct	1	struct __unaligned __declspec(align(1)) _trunk_download_result_zocl
_trunk_download_result_zocl::_list	1	no_match_in_entities					
_trunk_est_result_zocl	1	ok	WorldServer/Entities/trunk_est_result_zocl.h	6	struct	1	struct __unaligned __declspec(align(1)) _trunk_est_result_zocl
_trunk_extend_result_zocl	1	ok	WorldServer/Entities/trunk_extend_result_zocl.h	6	struct	1	struct __unaligned __declspec(align(2)) _trunk_extend_result_zocl
_trunk_io_money_request_clzo	1	no_match_in_entities					
_trunk_io_money_result_zocl	1	ok	WorldServer/Entities/trunk_io_money_result_zocl.h	6	struct	1	struct __unaligned __declspec(align(1)) _trunk_io_money_result_zocl
_trunk_io_move_request_clzo	1	no_match_in_entities					
_trunk_io_result_zocl	1	ok	WorldServer/Entities/trunk_io_result_zocl.h	6	struct	1	struct __unaligned __declspec(align(2)) _trunk_io_result_zocl
_trunk_potionsocket_division_request_clzo	1	no_match_in_entities					
_trunk_potionsocket_division_result_zocl	1	ok	WorldServer/Entities/trunk_potionsocket_division_result_zocl.h	6	struct	1	struct __unaligned __declspec(align(1)) _trunk_potionsocket_division_result_zocl
_trunk_res_division_request_clzo	1	no_match_in_entities					
_trunk_res_division_result_zocl	1	ok	WorldServer/Entities/trunk_res_division_result_zocl.h	6	struct	1	struct __unaligned __declspec(align(1)) _trunk_res_division_result_zocl
_uilock_init_request_wrac	1	no_match_in_entities					
_uilock_init_result_acwr	1	no_match_in_entities					
_uilock_update_request_wrac	1	no_match_in_entities					
_uilock_update_result_acwr	1	no_match_in_entities					
_uilock_user_refresh_info_request_wrac	1	ok	WorldServer/Entities/wrac_packets.h	22	struct	1	struct _uilock_user_refresh_info_request_wrac
_uilock_user_refresh_info_result_acwr	1	no_match_in_entities					
_unit_alter_fee_inform_zocl	1	no_match_in_entities					
_unit_booster_charge_inform_zocl	1	no_match_in_entities					
_unit_bullet_fill_request_clzo	1	no_match_in_entities					
_unit_bullet_fill_result_zocl	1	no_match_in_entities					
_unit_delivery_request_clzo	1	no_match_in_entities					
_unit_delivery_result_zocl	1	no_match_in_entities					
_unit_force_return_inform_zocl	1	no_match_in_entities					
_unit_frame_buy_request_clzo	1	no_match_in_entities					
_unit_frame_buy_result_zocl	1	no_match_in_entities					
_unit_frame_repair_request_clzo	1	no_match_in_entities					
_unit_frame_repair_result_zocl	1	no_match_in_entities					
_unit_pack_fill_request_clzo	1	ok	WorldServer/Entities/unit_pack_fill_request_clzo.h	6	struct	1	struct _unit_pack_fill_request_clzo
_unit_pack_fill_request_clzo::__list	1	no_match_in_entities					
_unit_pack_fill_result_zocl	1	no_match_in_entities					
_unit_part_tuning_request_clzo	1	no_match_in_entities					
_unit_return_result_zocl	1	no_match_in_entities					
_unit_sell_request_clzo	1	no_match_in_entities					
_unmannedtrader_Regist_item_inform_zocl::__list	1	no_match_in_entities					
_unmannedtrader_Sell_Wait_item_inform_zocl	1	no_match_in_entities					
_unmannedtrader_Sell_Wait_item_inform_zocl::__list	1	no_match_in_entities					
_unmannedtrader_buy_item_request_clzo	1	missing_pack_scope	WorldServer/Entities/CUnmannedTraderController.h	14	struct		struct _unmannedtrader_buy_item_request_clzo;
_unmannedtrader_buy_item_request_clzo	1	missing_pack_scope	WorldServer/Entities/CUnmannedTraderUserInfo.h	14	struct		struct _unmannedtrader_buy_item_request_clzo;
_unmannedtrader_buy_item_request_clzo	1	missing_pack_scope	WorldServer/Entities/CUnmannedTraderUserInfoTable.h	17	struct		struct _unmannedtrader_buy_item_request_clzo;
_unmannedtrader_buy_item_request_clzo	1	ok	WorldServer/Entities/unmannedtrader_buy_item_request_clzo.h	6	struct	1	struct _unmannedtrader_buy_item_request_clzo
_unmannedtrader_buy_item_result_zocl	1	ok	WorldServer/Entities/unmannedtrader_buy_item_result_zocl.h	6	struct	1	struct __unaligned __declspec(align(2)) _unmannedtrader_buy_item_result_zocl
_unmannedtrader_buy_item_result_zocl::__list	1	no_match_in_entities					
_unmannedtrader_close_item_inform_zocl	1	ok	WorldServer/Entities/unmannedtrader_close_item_inform_zocl.h	6	struct	1	struct __unaligned __declspec(align(1)) _unmannedtrader_close_item_inform_zocl
_unmannedtrader_continue_item_inform_zocl::__list	1	no_match_in_entities					
_unmannedtrader_re_regist_request_clzo::__list	1	no_match_in_entities					
_unmannedtrader_re_regist_result_zocl	1	ok	WorldServer/Entities/unmannedtrader_re_regist_result_zocl.h	6	struct	1	struct _unmannedtrader_re_regist_result_zocl
_unmannedtrader_regist_item_error_result_zocl	1	no_match_in_entities					
_unmannedtrader_regist_item_success_result_zocl	1	ok	WorldServer/Entities/unmannedtrader_regist_item_success_result_zocl.h	6	struct	1	struct __unaligned __declspec(align(1)) _unmannedtrader_regist_item_success_result_zocl
_unmannedtrader_search_list_request_clzo	1	missing_pack_scope	WorldServer/Entities/CUnmannedTraderController.h	16	struct		struct _unmannedtrader_search_list_request_clzo;
_unmannedtrader_search_list_request_clzo	1	missing_pack_scope	WorldServer/Entities/CUnmannedTraderUserInfo.h	16	struct		struct _unmannedtrader_search_list_request_clzo;
_unmannedtrader_search_list_request_clzo	1	missing_pack_scope	WorldServer/Entities/CUnmannedTraderUserInfoTable.h	19	struct		struct _unmannedtrader_search_list_request_clzo;
_unmannedtrader_search_list_request_clzo	1	ok	WorldServer/Entities/unmannedtrader_search_list_request_clzo.h	6	struct	1	struct _unmannedtrader_search_list_request_clzo
_unmannedtrader_search_list_result_zocl	1	no_match_in_entities					
_unmannedtrader_search_list_result_zocl::__list	1	no_match_in_entities					
_use_active_jade_result_zocl	1	no_match_in_entities					
_use_fire_cracker_item_inform_zocl	1	no_match_in_entities					
_use_fire_cracker_item_result_zocl	1	no_match_in_entities					
_use_potion_result_other_zocl	1	no_match_in_entities					
_use_potion_result_zocl	1	no_match_in_entities					
_use_radar_result_zocl	1	no_match_in_entities					
_use_soccer_ball_item_inform_zocl	1	no_match_in_entities					
_use_soccer_ball_item_result_zocl	1	no_match_in_entities					
_user_block_request_wrac	1	no_match_in_entities					
_user_block_result_acwr	1	no_match_in_entities					
_user_num_report_wrac	1	no_match_in_entities					
_weekly_guild_rank_request_clzo	1	no_match_in_entities					
_weekly_guild_rank_result_no_data_zocl	1	no_match_in_entities					
_weekly_guild_rank_result_zocl::_list	1	no_match_in_entities					
_world_msg_inform_acwr	1	no_match_in_entities					
_world_user_num_zowb	1	no_match_in_entities					
_worlddb_sf_delay_info::_eff_list	1	no_match_in_entities					
_worlddb_sf_delay_info::_mas_list	1	no_match_in_entities					
tagBITMAPFILEHEADER	1	no_match_in_entities					
tagDELEGATEITEMID	1	no_match_in_entities					
tagHyphenateInfo	1	no_match_in_entities					
tagLVKEYDOWN	1	no_match_in_entities					
tagMETAHEADER	1	no_match_in_entities					
tagTCKEYDOWN	1	no_match_in_entities					
tagTVKEYDOWN	1	no_match_in_entities					
threadingAttribute	1	no_match_in_entities					
waveformat_tag	1	no_match_in_entities					
