ea,segment,name,kind,value,used_by_functions,log_like
0x14082F2D0,.rdata,aName_6,string,"""__name""",??$class_add@ULuaParam3@@@lua_tinker@@YAXPEAUlua_State@@PEBD@Z,0
0x14082F2D8,.rdata,aIndex_1,string,"""__index""",??$class_add@ULuaParam3@@@lua_tinker@@YAXPEAUlua_State@@PEBD@Z,0
0x14082F2E0,.rdata,aNewindex_0,string,"""__newindex""",??$class_add@ULuaParam3@@@lua_tinker@@YAXPEAUlua_State@@PEBD@Z,0
0x14082F2F4,.rdata,aCall_2,string,"""__call""",??$class_con@ULuaParam3@@U?$constructor@HHHX@lua_tinker@@@lua_tinker@@YAXPEAUlua_State@@U?$constructor@HHHX@0@@Z,0
0x14082F2FC,.rdata,aName_7,string,"""__name""",??$class_add@VCLuaScript@@@lua_tinker@@YAXPEAUlua_State@@PEBD@Z,0
0x14082F308,.rdata,aIndex_2,string,"""__index""",??$class_add@VCLuaScript@@@lua_tinker@@YAXPEAUlua_State@@PEBD@Z,0
0x14082F310,.rdata,aNewindex_1,string,"""__newindex""",??$class_add@VCLuaScript@@@lua_tinker@@YAXPEAUlua_State@@PEBD@Z,0
0x14082F324,.rdata,aName_8,string,"""__name""",??$class_add@VCLuaEventNode@@@lua_tinker@@YAXPEAUlua_State@@PEBD@Z,0
0x14082F330,.rdata,aIndex_3,string,"""__index""",??$class_add@VCLuaEventNode@@@lua_tinker@@YAXPEAUlua_State@@PEBD@Z,0
0x14082F338,.rdata,aNewindex_2,string,"""__newindex""",??$class_add@VCLuaEventNode@@@lua_tinker@@YAXPEAUlua_State@@PEBD@Z,0
0x14082F34C,.rdata,aName_9,string,"""__name""",??$class_add@VCLuaEventMgr@@@lua_tinker@@YAXPEAUlua_State@@PEBD@Z,0
0x14082F358,.rdata,aIndex_4,string,"""__index""",??$class_add@VCLuaEventMgr@@@lua_tinker@@YAXPEAUlua_State@@PEBD@Z,0
0x14082F360,.rdata,aNewindex_3,string,"""__newindex""",??$class_add@VCLuaEventMgr@@@lua_tinker@@YAXPEAUlua_State@@PEBD@Z,0
0x14082F374,.rdata,aName_10,string,"""__name""",??$class_add@VCLuaSignalReActor@@@lua_tinker@@YAXPEAUlua_State@@PEBD@Z,0
0x14082F380,.rdata,aIndex_5,string,"""__index""",??$class_add@VCLuaSignalReActor@@@lua_tinker@@YAXPEAUlua_State@@PEBD@Z,0
0x14082F388,.rdata,aNewindex_4,string,"""__newindex""",??$class_add@VCLuaSignalReActor@@@lua_tinker@@YAXPEAUlua_State@@PEBD@Z,0
0x14082F39C,.rdata,aName_11,string,"""__name""",??$class_add@VCMonster@@@lua_tinker@@YAXPEAUlua_State@@PEBD@Z,0
0x14082F3A8,.rdata,aIndex_6,string,"""__index""",??$class_add@VCMonster@@@lua_tinker@@YAXPEAUlua_State@@PEBD@Z,0
0x14082F3B0,.rdata,aNewindex_5,string,"""__newindex""",??$class_add@VCMonster@@@lua_tinker@@YAXPEAUlua_State@@PEBD@Z,0
0x14082F3D0,.rdata,aCProgramFilesX_4419,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x14082F420,.rdata,aCProgramFilesX_4420,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x14082F470,.rdata,aCProgramFilesX_4421,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x14082F4C0,.rdata,aCProgramFilesX_4422,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x14082F510,.rdata,aCProgramFilesX_4423,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x14082F560,.rdata,aCProgramFilesX_4424,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x14082F5B0,.rdata,aCProgramFilesX_4425,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x14082F600,.rdata,aCProgramFilesX_4426,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x14082F8A6,.rdata,?value@?$is_enum@PEAULuaParam3@@@lua_tinker@@2_NB,bytes[1],00,,0
0x14082F8A7,.rdata,?value@?$is_ptr@PEAULuaParam3@@@lua_tinker@@2_NB,bytes[1],01,,0
0x14082F8A8,.rdata,?value@?$is_ref@PEAULuaParam3@@@lua_tinker@@2_NB,bytes[1],00,,0
0x14082F8A9,.rdata,?value@?$is_ptr@P8CLuaEventNode@@EAAXPEBD@Z@lua_tinker@@2_NB,bytes[1],00,,0
0x14082F8AA,.rdata,?value@?$is_ref@P8CLuaEventNode@@EAAXPEBD@Z@lua_tinker@@2_NB,bytes[1],00,,0
0x14082F8AB,.rdata,?value@?$is_ptr@P8CLuaEventNode@@EAAXPEBDK@Z@lua_tinker@@2_NB,bytes[1],00,,0
0x14082F8AC,.rdata,?value@?$is_ref@P8CLuaEventNode@@EAAXPEBDK@Z@lua_tinker@@2_NB,bytes[1],00,,0
0x14082F8AD,.rdata,?value@?$is_ptr@P8CLuaEventNode@@EAAXPEAVCLuaScript@@@Z@lua_tinker@@2_NB,bytes[1],00,,0
0x14082F8AE,.rdata,?value@?$is_ref@P8CLuaEventNode@@EAAXPEAVCLuaScript@@@Z@lua_tinker@@2_NB,bytes[1],00,,0
0x14082F8AF,.rdata,?value@?$is_ptr@P8CLuaEventMgr@@EAAXPEAVCLuaEventNode@@@Z@lua_tinker@@2_NB,bytes[1],00,,0
0x14082F8B0,.rdata,?value@?$is_ref@P8CLuaEventMgr@@EAAXPEAVCLuaEventNode@@@Z@lua_tinker@@2_NB,bytes[1],00,,0
0x14082F8B1,.rdata,?value@?$is_ptr@P6AXPEAD0ULuaParam3@@1@Z@lua_tinker@@2_NB,bytes[1],01,,0
0x14082F8B2,.rdata,?value@?$is_ref@P6AXPEAD0ULuaParam3@@1@Z@lua_tinker@@2_NB,bytes[1],00,,0
0x14082F8B3,.rdata,?value@?$is_ptr@PEAUuser@lua_tinker@@@lua_tinker@@2_NB,bytes[1],01,,0
0x14082F8B4,.rdata,?value@?$is_ref@PEAUuser@lua_tinker@@@lua_tinker@@2_NB,bytes[1],00,,0
0x14082F8B5,.rdata,?value@?$is_enum@PEAVCLuaEventMgr@@@lua_tinker@@2_NB,bytes[1],00,,0
0x14082F8B6,.rdata,?value@?$is_enum@ULuaParam3@@@lua_tinker@@2_NB,bytes[1],00,,0
0x14082F8B7,.rdata,?value@?$is_ptr@P8CLuaScript@@EAAPEBDXZ@lua_tinker@@2_NB,bytes[1],00,,0
0x14082F8B8,.rdata,?value@?$is_ref@P8CLuaScript@@EAAPEBDXZ@lua_tinker@@2_NB,bytes[1],00,,0
0x14082F8B9,.rdata,?value@?$is_ptr@P8CLuaEventMgr@@EAAPEAVCLuaEventNode@@XZ@lua_tinker@@2_NB,bytes[1],00,,0
0x14082F8BA,.rdata,?value@?$is_ref@P8CLuaEventMgr@@EAAPEAVCLuaEventNode@@XZ@lua_tinker@@2_NB,bytes[1],00,,0
0x14082F8BB,.rdata,?value@?$is_ptr@P8CLuaEventMgr@@EAA_NPEAVCLuaEventNode@@@Z@lua_tinker@@2_NB,bytes[1],00,,0
0x14082F8BC,.rdata,?value@?$is_ref@P8CLuaEventMgr@@EAA_NPEAVCLuaEventNode@@@Z@lua_tinker@@2_NB,bytes[1],00,,0
0x14082F8BD,.rdata,?value@?$is_ptr@P8CLuaEventMgr@@EAAPEAVCLuaEventNode@@PEBD@Z@lua_tinker@@2_NB,bytes[1],00,,0
0x14082F8BE,.rdata,?value@?$is_ref@P8CLuaEventMgr@@EAAPEAVCLuaEventNode@@PEBD@Z@lua_tinker@@2_NB,bytes[1],00,,0
0x14082F8BF,.rdata,?value@?$is_ptr@P8CLuaSignalReActor@@EAA_NEEPEBD0@Z@lua_tinker@@2_NB,bytes[1],00,,0
0x14082F8C0,.rdata,?value@?$is_ref@P8CLuaSignalReActor@@EAA_NEEPEBD0@Z@lua_tinker@@2_NB,bytes[1],00,,0
0x14082F8C1,.rdata,?value@?$is_ptr@P8CMonster@@EAAPEAVCLuaSignalReActor@@XZ@lua_tinker@@2_NB,bytes[1],00,,0
0x14082F8C2,.rdata,?value@?$is_ref@P8CMonster@@EAAPEAVCLuaSignalReActor@@XZ@lua_tinker@@2_NB,bytes[1],00,,0
0x14082F8C3,.rdata,?value@?$is_ptr@P6APEAVCLuaEventMgr@@XZ@lua_tinker@@2_NB,bytes[1],01,,0
0x14082F8C4,.rdata,?value@?$is_ref@P6APEAVCLuaEventMgr@@XZ@lua_tinker@@2_NB,bytes[1],00,,0
0x14082F8C5,.rdata,?value@?$is_ptr@P6APEAVCMonster@@PEAD0MMM@Z@lua_tinker@@2_NB,bytes[1],01,,0
0x14082F8C6,.rdata,?value@?$is_ref@P6APEAVCMonster@@PEAD0MMM@Z@lua_tinker@@2_NB,bytes[1],00,,0
0x14082F8C7,.rdata,?value@?$is_ptr@PEAVCLuaEventMgr@@@lua_tinker@@2_NB,bytes[1],01,,0
0x14082F8C8,.rdata,?value@?$is_ref@PEAVCLuaEventMgr@@@lua_tinker@@2_NB,bytes[1],00,,0
0x14082F8C9,.rdata,?value@?$is_ptr@ULuaParam3@@@lua_tinker@@2_NB,bytes[1],00,,0
0x14082F8CA,.rdata,?value@?$is_ref@ULuaParam3@@@lua_tinker@@2_NB,bytes[1],00,,0
0x14082F8CB,.rdata,?value@?$is_enum@PEAVCLuaSignalReActor@@@lua_tinker@@2_NB,bytes[1],00,,0
0x14082F8CC,.rdata,?value@?$is_enum@PEAVCMonster@@@lua_tinker@@2_NB,bytes[1],00,,0
0x14082F8CD,.rdata,?value@?$is_ptr@PEAVCLuaSignalReActor@@@lua_tinker@@2_NB,bytes[1],01,,0
0x14082F8CE,.rdata,?value@?$is_ref@PEAVCLuaSignalReActor@@@lua_tinker@@2_NB,bytes[1],00,,0
0x14082F8CF,.rdata,?value@?$is_ptr@PEAVCMonster@@@lua_tinker@@2_NB,bytes[1],01,,0
0x14082F8D0,.rdata,?value@?$is_ref@PEAVCMonster@@@lua_tinker@@2_NB,bytes[1],00,,0
0x14082F918,.rdata,??_7?$mem_var@ULuaParam3@@H@lua_tinker@@6B@,bytes[1],5C,??0?$mem_var@ULuaParam3@@H@lua_tinker@@QEAA@PEQLuaParam3@@H@Z,0
0x14082F938,.rdata,??_7var_base@lua_tinker@@6B@,bytes[1],42,??0var_base@lua_tinker@@QEAA@XZ,0
0x14082F980,.rdata,aNoClassAtFirst,string,"""no class at first argument. (forgot ':' expression ?)""",?invoke@?$lua2object@PEAULuaParam3@@@lua_tinker@@SAPEAULuaParam3@@PEAUlua_State@@H@Z;?invoke@?$lua2object@PEAVCLuaEventNode@@@lua_tinker@@SAPEAVCLuaEventNode@@PEAUlua_State@@H@Z;?invoke@?$lua2object@PEAVCLuaScript@@@lua_tinker@@SAPEAVCLuaScript@@PEAUlua_State@@H@Z;?invoke@?$lua2object@PEAVCLuaEventMgr@@@lua_tinker@@SAPEAVCLuaEventMgr@@PEAUlua_State@@H@Z;?invoke@?$lua2object@ULuaParam3@@@lua_tinker@@SA?AULuaParam3@@PEAUlua_State@@H@Z;?invoke@?$lua2object@PEAVCLuaSignalReActor@@@lua_tinker@@SAPEAVCLuaSignalReActor@@PEAUlua_State@@H@Z;?invoke@?$lua2object@PEAVCMonster@@@lua_tinker@@SAPEAVCMonster@@PEAUlua_State@@H@Z,0
0x14082F9F8,.rdata,??_7?$val2user@ULuaParam3@@@lua_tinker@@6B@,bytes[1],75,??$?0HHH@?$val2user@ULuaParam3@@@lua_tinker@@QEAA@HHH@Z;??1?$val2user@ULuaParam3@@@lua_tinker@@UEAA@XZ,0
0x14082FAA8,.rdata,??_7?$ptr2user@VCLuaSignalReActor@@@lua_tinker@@6B@,bytes[1],2D,??0?$ptr2user@VCLuaSignalReActor@@@lua_tinker@@QEAA@PEAVCLuaSignalReActor@@@Z,0
0x14082FAC0,.rdata,??_7?$ptr2user@VCLuaEventMgr@@@lua_tinker@@6B@,bytes[1],B4,??0?$ptr2user@VCLuaEventMgr@@@lua_tinker@@QEAA@PEAVCLuaEventMgr@@@Z,0
0x14082FAD8,.rdata,??_7?$ptr2user@VCMonster@@@lua_tinker@@6B@,bytes[1],36,??0?$ptr2user@VCMonster@@@lua_tinker@@QEAA@PEAVCMonster@@@Z,0
0x14082FAF0,.rdata,aBadAllocation_302,string,"""bad allocation""",,0
0x14082FB00,.rdata,aInvalidDatetim_600,string,"""Invalid DateTime""",,1
0x14082FB18,.rdata,aInvalidDatetim_601,string,"""Invalid DateTimeSpan""",,1
0x14082FB30,.rdata,aCProgramFilesX_4427,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x14082FB80,.rdata,aCProgramFilesX_4428,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x14082FBD0,.rdata,aCProgramFilesX_4429,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x14082FC20,.rdata,aWith_294,string,"""with """,,0
0x14082FC28,.rdata,aElements_294,string,""" elements""",,0
0x14082FC40,.rdata,aCProgramFilesX_4430,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x14082FC90,.rdata,aCProgramFilesX_4431,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x14082FCE0,.rdata,aCProgramFilesX_4432,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x14082FD30,.rdata,aCProgramFilesX_4433,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x14082FD80,.rdata,aCProgramFilesX_4434,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x14082FDD0,.rdata,aCProgramFilesX_4435,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x14082FE20,.rdata,aCProgramFilesX_4436,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x14082FE70,.rdata,aCProgramFilesX_4437,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x14082FEC0,.rdata,aCProgramFilesX_4438,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x14082FF10,.rdata,aCProgramFilesX_4439,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x14082FF60,.rdata,aCProgramFilesX_4440,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x14082FFB0,.rdata,aCProgramFilesX_4441,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x140830100,.rdata,aBadAllocation_303,string,"""bad allocation""",,0
0x140830110,.rdata,aInvalidDatetim_602,string,"""Invalid DateTime""",,1
0x140830128,.rdata,aInvalidDatetim_603,string,"""Invalid DateTimeSpan""",,1
0x140830140,.rdata,aIoblu04_222,string,"""ioblu04""",,0
0x140830148,.rdata,aIored04_222,string,"""iored04""",,0
0x140830150,.rdata,aIoyel04_222,string,"""ioyel04""",,0
0x140830158,.rdata,aIogre04_222,string,"""iogre04""",,0
0x140830160,.rdata,aIobla04_222,string,"""iobla04""",,0
0x140830168,.rdata,aScriptPcroomDa,string,""".\\script\\PcRoom.dat""",?LoadPcBangData@CPcBangFavor@@QEAAHXZ,0
0x140830180,.rdata,aDatafileinit_29,string,"""DatafileInit""",?LoadPcBangData@CPcBangFavor@@QEAAHXZ,0
0x140830190,.rdata,aInitializeWorl_32,string,""".\\Initialize\\WorldSystem.ini""",?Initialzie@CPcBangFavor@@QEAAHXZ,0
0x1408301B0,.rdata,aFalse_33,string,"""FALSE""",?Initialzie@CPcBangFavor@@QEAAHXZ,0
0x1408301B8,.rdata,aPcbangFavor,string,"""PcBang Favor""",?Initialzie@CPcBangFavor@@QEAAHXZ,0
0x1408301C8,.rdata,aFalse_34,string,"""FALSE""",?Initialzie@CPcBangFavor@@QEAAHXZ,0
0x1408301D0,.rdata,aSf02d,string,"""%sf%02d""",?ClassCodePasing@CPcBangFavor@@QEAAKPEAU_AVATOR_DATA@@PEAVCPlayer@@@Z,0
0x1408301D8,.rdata,aS02d,string,"""%s%02d""",?ClassCodePasing@CPcBangFavor@@QEAAKPEAU_AVATOR_DATA@@PEAVCPlayer@@@Z,0
0x1408301E0,.rdata,aCProgramFilesX_4442,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x140830230,.rdata,aCProgramFilesX_4443,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x140830280,.rdata,aCProgramFilesX_4444,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x1408302D0,.rdata,aWith_295,string,"""with """,,0
0x1408302D8,.rdata,aElements_295,string,""" elements""",,0
0x1408302F0,.rdata,aCProgramFilesX_4445,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x140830340,.rdata,aCProgramFilesX_4446,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x140830390,.rdata,aCProgramFilesX_4447,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x1408303E0,.rdata,aCProgramFilesX_4448,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x140830430,.rdata,aCProgramFilesX_4449,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x140830480,.rdata,aCProgramFilesX_4450,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x1408304D0,.rdata,aCProgramFilesX_4451,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x140830520,.rdata,aCProgramFilesX_4452,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x140830570,.rdata,aCProgramFilesX_4453,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x1408305C0,.rdata,aCProgramFilesX_4454,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x140830610,.rdata,aCProgramFilesX_4455,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x140830660,.rdata,aCProgramFilesX_4456,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x1408306B0,.rdata,aSzerrmsg_20,string,"""szErrMsg""",,0
0x140830710,.rdata,aSztemp_24,string,"""szTemp""",,0
0x140830770,.rdata,aSzclasscode,string,"""szClassCode""",,0
0x140830780,.rdata,aSzpasingcode,string,"""szPasingCode""",,0
0x140830790,.rdata,aSztempcode,string,"""szTempCode""",,0
0x140830A28,.rdata,??_7CPcBangFavor@@6B@,bytes[1],89,??0CPcBangFavor@@QEAA@XZ;??1CPcBangFavor@@UEAA@XZ,0
0x140830A40,.rdata,aBadAllocation_304,string,"""bad allocation""",,0
0x140830A50,.rdata,aInvalidDatetim_604,string,"""Invalid DateTime""",,1
0x140830A68,.rdata,aInvalidDatetim_605,string,"""Invalid DateTimeSpan""",,1
0x140830A80,.rdata,aIoblu04_223,string,"""ioblu04""",,0
0x140830A88,.rdata,aIored04_223,string,"""iored04""",,0
0x140830A90,.rdata,aIoyel04_223,string,"""ioyel04""",,0
0x140830A98,.rdata,aIogre04_223,string,"""iogre04""",,0
0x140830AA0,.rdata,aIobla04_223,string,"""iobla04""",,0
0x140830AA8,.rdata,aInitializeWorl_33,string,""".\\Initialize\\WorldSystem.ini""",?LoadTLINIFile@TimeLimitMgr@@QEAAXXZ,0
0x140830AC8,.rdata,aFalse_35,string,"""FALSE""",?LoadTLINIFile@TimeLimitMgr@@QEAAXXZ,0
0x140830AD8,.rdata,aTimeLimit_0,string,"""Time Limit""",?LoadTLINIFile@TimeLimitMgr@@QEAAXXZ,0
0x140830AE4,.rdata,aFalse_36,string,"""FALSE""",?LoadTLINIFile@TimeLimitMgr@@QEAAXXZ,0
0x140830AF0,.rdata,aInitializeWorl_34,string,""".\\Initialize\\WorldSystem.ini""",?LoadTLINIFile@TimeLimitMgr@@QEAAXXZ,0
0x140830B10,.rdata,aTimeLimit_1,string,"""Time Limit""",?LoadTLINIFile@TimeLimitMgr@@QEAAXXZ,0
0x140830B20,.rdata,aTimeD,string,"""Time_%d""",?LoadTLINIFile@TimeLimitMgr@@QEAAXXZ,0
0x140830B28,.rdata,aInitializeWorl_35,string,""".\\Initialize\\WorldSystem.ini""",?LoadTLINIFile@TimeLimitMgr@@QEAAXXZ,0
0x140830B48,.rdata,aTimeLimit_2,string,"""Time Limit""",?LoadTLINIFile@TimeLimitMgr@@QEAAXXZ,0
0x140830B58,.rdata,aPercentD,string,"""Percent_%d""",?LoadTLINIFile@TimeLimitMgr@@QEAAXXZ,0
0x140830B68,.rdata,aInitializeWorl_36,string,""".\\Initialize\\WorldSystem.ini""",?LoadTLINIFile@TimeLimitMgr@@QEAAXXZ,0
0x140830B90,.rdata,aTimeLimit_3,string,"""Time Limit""",?LoadTLINIFile@TimeLimitMgr@@QEAAXXZ,0
0x140830BA0,.rdata,aInitializeWorl_37,string,""".\\Initialize\\WorldSystem.ini""",?LoadTLINIFile@TimeLimitMgr@@QEAAXXZ,0
0x140830BC0,.rdata,aLogoutterm,string,"""LogoutTerm""",?LoadTLINIFile@TimeLimitMgr@@QEAAXXZ,1
0x140830BD0,.rdata,aTimeLimit_4,string,"""Time Limit""",?LoadTLINIFile@TimeLimitMgr@@QEAAXXZ,0
0x140830BE0,.rdata,aInitializeWorl_38,string,""".\\Initialize\\WorldSystem.ini""",?LoadTLINIFile@TimeLimitMgr@@QEAAXXZ,0
0x140830C00,.rdata,aNotifyterm,string,"""NotifyTerm""",?LoadTLINIFile@TimeLimitMgr@@QEAAXXZ,0
0x140830C10,.rdata,aTimeLimit_5,string,"""Time Limit""",?LoadTLINIFile@TimeLimitMgr@@QEAAXXZ,0
0x140830C20,.rdata,aTimelimitmgrLo,string,"""TimeLimitMgr::LoadTLINIFile()""",?LoadTLINIFile@TimeLimitMgr@@QEAAXXZ,0
0x140830C40,.rdata,aTimeDDPercentD,string,""", Time_%d = %d, Percent_%d = %f""",?LoadTLINIFile@TimeLimitMgr@@QEAAXXZ,0
0x140830C60,.rdata,a200S,string,"""200%s""",?ClacLastLogoutTimeToFatigue@TimeLimitMgr@@QEAAKK@Z,0
0x140830C74,.rdata,a200S_0,string,"""200%s""",?ClacLastLogoutTimeSec@TimeLimitMgr@@QEAAKK@Z,0
0x140830C90,.rdata,aCProgramFilesX_4457,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x140830CE0,.rdata,aCProgramFilesX_4458,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x140830D30,.rdata,aCProgramFilesX_4459,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x140830D80,.rdata,aWith_296,string,"""with """,,0
0x140830D88,.rdata,aElements_296,string,""" elements""",,0
0x140830DA0,.rdata,aCProgramFilesX_4460,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x140830DF0,.rdata,aCProgramFilesX_4461,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x140830E40,.rdata,aCProgramFilesX_4462,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x140830E90,.rdata,aCProgramFilesX_4463,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x140830EE0,.rdata,aCProgramFilesX_4464,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x140830F30,.rdata,aCProgramFilesX_4465,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x140830F80,.rdata,aCProgramFilesX_4466,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x140830FD0,.rdata,aCProgramFilesX_4467,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x140831020,.rdata,aCProgramFilesX_4468,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x140831070,.rdata,aCProgramFilesX_4469,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x1408310C0,.rdata,aCProgramFilesX_4470,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x140831110,.rdata,aCProgramFilesX_4471,string,"""C:\\Program Files (x86)\\Microsoft Visual Studio 8\\VC\\atlmfc\\include\\afxtempl.h""",,0
0x1408311B0,.rdata,aSztemp_25,string,"""szTemp""",,0
0x1408311B8,.rdata,aSztitle_11,string,"""szTitle""",,0
0x1408311C0,.rdata,aSzlogHead,string,"""szLog_Head""",,1
0x1408311D0,.rdata,aSzlogBody,string,"""szLog_Body""",,1
0x1408312F0,.rdata,aSzlasttime,string,"""szLastTime""",,0
0x1408312FC,.rdata,aTmlast,string,"""tmLast""",,0
0x140831304,.rdata,aSztemp_26,string,"""szTemp""",,0
0x14083130C,.rdata,aSzyear,string,"""szYear""",,0
0x140831430,.rdata,aSzlasttime_0,string,"""szLastTime""",,0
0x14083143C,.rdata,aTmlast_0,string,"""tmLast""",,0
0x140831444,.rdata,aSztemp_27,string,"""szTemp""",,0
0x14083144C,.rdata,aSzyear_0,string,"""szYear""",,0
0x140831570,.rdata,aTcurtime_16,string,"""tCurTime""",,0
0x140831630,.rdata,aWtime,string,"""wTime""",,0
0x140831910,.rdata,aBadAllocation_305,string,"""bad allocation""",,0
0x140831920,.rdata,aInvalidDatetim_606,string,"""Invalid DateTime""",,1
0x140831938,.rdata,aInvalidDatetim_607,string,"""Invalid DateTimeSpan""",,1
