ea,segment,name,kind,value,used_by_functions,log_like
0x140770D90,.rdata,aCmainthreadPcC_1,string,"""CMainThread::pc_CashDBInfoRecvResult : DSN : szIP(%s), szDBName(%s), szAccount(%s), szPassword(%s) dwPort(%d) Invalid""",?pc_CashDBInfoRecvResult@CMainThread@@QEAAXPEAD000K@Z,1
0x140770E08,.rdata,aCmainthreadPcC_2,string,"""CMainThread::pc_CashDBInfoRecvResult Invalid DSN!""",?pc_CashDBInfoRecvResult@CMainThread@@QEAAXPEAD000K@Z,1
0x140770E40,.rdata,aCashDbInitComp,string,"""Cash DB Init Complete >>""",?pc_CashDBInfoRecvResult@CMainThread@@QEAAXPEAD000K@Z,0
0x140770E60,.rdata,aCashDbInitComp_0,string,"""Cash DB Init Complete >>""",?pc_CashDBInfoRecvResult@CMainThread@@QEAAXPEAD000K@Z,0
0x140770E80,.rdata,aCashdbinitSzip,string,"""CashDBInit( szIP(%s), szDBName(%s), szAccount(%s), szPassword(%s) dwPort(%d) ) Fail!""",?pc_CashDBInfoRecvResult@CMainThread@@QEAAXPEAD000K@Z,1
0x140770ED8,.rdata,aCmainthreadPcC_3,string,"""CMainThread::pc_CashDBInfoRecvResult""",?pc_CashDBInfoRecvResult@CMainThread@@QEAAXPEAD000K@Z,0
0x140770F00,.rdata,aCmainthreadPcC_4,string,"""CMainThread::pc_CashDBInfoRecvResult : CashDBInit( szIP(%s), szDBName(%s), szAccount(%s), szPassword(%s) dwPort(%d) ) Fail!""",?pc_CashDBInfoRecvResult@CMainThread@@QEAAXPEAD000K@Z,1
0x140770F80,.rdata,aCmainthreadPcC_5,string,"""CMainThread::pc_CashDBInfoRecvResult : CashDBInit( szIP(%s), szDBName(%s), szAccount(%s), szPassword(%s) dwPort(%d) ) Fail!""",?pc_CashDBInfoRecvResult@CMainThread@@QEAAXPEAD000K@Z,1
0x140771000,.rdata,aCmainthreadPcC_6,string,"""CMainThread::pc_CashDBInfoRecvResult CashDBInit Fail!""",?pc_CashDBInfoRecvResult@CMainThread@@QEAAXPEAD000K@Z,1
0x140771038,.rdata,aSSOpenCashDb,string,"""%s-%s: Open Cash DB""",?pc_CashDBInfoRecvResult@CMainThread@@QEAAXPEAD000K@Z,0
0x140771050,.rdata,aSSOpenWorld,string,"""%s-%s: Open World""",?pc_OpenWorldSuccessResult@CMainThread@@QEAAXEPEAD0@Z,0
0x140771068,.rdata,aDbinitBeginNam,string,"""DBInit Begin >> name: %s, ip: %s""",?pc_OpenWorldSuccessResult@CMainThread@@QEAAXEPEAD0@Z,0
0x140771090,.rdata,aDbinitComplete,string,"""DBInit Complete >>""",?pc_OpenWorldSuccessResult@CMainThread@@QEAAXEPEAD0@Z,0
0x1407710A8,.rdata,aDbinitFail,string,"""DBInit Fail >>""",?pc_OpenWorldSuccessResult@CMainThread@@QEAAXEPEAD0@Z,1
0x1407710B8,.rdata,aInitDbFail,string,"""init DB fail""",?pc_OpenWorldSuccessResult@CMainThread@@QEAAXEPEAD0@Z,1
0x1407710C8,.rdata,aRequestWorldOp,string,"""request world-open fail""",?pc_OpenWorldFailureResult@CMainThread@@QEAAXPEAD@Z,1
0x1407710E0,.rdata,aPcOpenworldfai,string,"""pc_OpenWorldFailureResult""",?pc_OpenWorldFailureResult@CMainThread@@QEAAXPEAD@Z,1
0x140771110,.rdata,aIdSBillDBageli,string,"""id:%s Bill:%d bAgeLimit:%d""",?pc_TransIPKeyInform@CMainThread@@QEAAXKPEADEEPEAKPEAU_GLBID@@K_NF0PEAU_SYSTEMTIME@@JE0E0E0E3H311@Z,0
0x140771130,.rdata,aEnterWorldFals,string,"""Enter world False""",?pc_EnterWorldResult@CMainThread@@QEAAXEPEAU_CLID@@@Z,0
0x140771148,.rdata,aAccountServerC_2,string,"""Account Server Command""",?pc_ForceCloseCommand@CMainThread@@QEAAXPEAU_CLID@@_NEK@Z,0
0x140771160,.rdata,aOao,string,"""$°øÁö""",?pc_AllUserMsgInform@CMainThread@@QEAAXPEAD@Z,0
0x140771170,.rdata,aUserNumAverage,string,"""User Num : average( %d ), max( %d )""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x140771198,.rdata,aRaceNumBelDCor,string,"""Race Num : bel(%d), cor(%d), acr(%d)""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x1407711C0,.rdata,aCloseNumD,string,"""Close Num : %d""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x1407711D0,.rdata,aAbnormalNumD,string,"""Abnormal Num : %d""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x1407711E8,.rdata,aAcceptNumDD,string,"""Accept Num : %d / %d""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x140771200,.rdata,aMainFpsAverage,string,"""Main FPS : average( %d ), max( %d )""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x140771228,.rdata,aSendFpsAverage,string,"""Send FPS : average( %d ), max( %d )""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x140771250,.rdata,aDataFpsAverage,string,"""Data FPS : average( %d ), max( %d )""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x140771278,.rdata,aSystemsaveServ,string,"""..\\SystemSave\\ServerDisplay.ini""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x1407712B8,.rdata,aService_0,string,"""SERVICE""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x1407712C0,.rdata,aService_1,string,"""Service""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x1407712C8,.rdata,aService_2,string,"""SERVICE""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x1407712D0,.rdata,aMaxUser,string,"""Max_User""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x1407712E0,.rdata,aService_3,string,"""SERVICE""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x1407712E8,.rdata,aLimUser,string,"""Lim_User""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x1407712F8,.rdata,aService_4,string,"""SERVICE""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x140771300,.rdata,aService_5,string,"""SERVICE""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x140771310,.rdata,aVersion_2,string,"""VERSION""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x140771320,.rdata,aVersion_3,string,"""VERSION""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x140771328,.rdata,aDebug_0,string,"""debug""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x140771330,.rdata,aCompile,string,"""Compile""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x140771338,.rdata,aVersion_4,string,"""VERSION""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x140771348,.rdata,aAdvance,string,"""Advance""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x140771350,.rdata,aVersion_5,string,"""VERSION""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x140771358,.rdata,aNation,string,"""Nation""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x140771360,.rdata,aVersion_6,string,"""VERSION""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x140771368,.rdata,aUsernum,string,"""UserNum """,?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x14077137C,.rdata,aBNum,string,"""B_Num""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x14077138C,.rdata,aCNum,string,"""C_Num""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x14077139C,.rdata,aANum,string,"""A_Num""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x1407713B0,.rdata,aTotalClientcon,string,"""Total_ClientConnect""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x1407713C8,.rdata,aConnect,string,"""CONNECT""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x1407713D0,.rdata,aTotalAccountco,string,"""Total_AccountConnect""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x1407713E8,.rdata,aConnect_0,string,"""CONNECT""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x1407713F0,.rdata,aTotalClose,string,"""Total_Close""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x140771400,.rdata,aConnect_1,string,"""CONNECT""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x140771408,.rdata,aAbnormalClose,string,"""Abnormal_Close""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x140771418,.rdata,aConnect_2,string,"""CONNECT""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x140771420,.rdata,aMainfps,string,"""MainFPS""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x140771428,.rdata,aPerformance,string,"""PERFORMANCE""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x140771434,.rdata,aDbfps,string,"""DBFPS""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x140771440,.rdata,aPerformance_0,string,"""PERFORMANCE""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x140771450,.rdata,aDbwaitwork,string,"""DBWaitWork""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x140771460,.rdata,aPerformance_1,string,"""PERFORMANCE""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x14077146C,.rdata,aMapnum,string,"""MapNum""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x140771474,.rdata,aCursor,string,"""Cursor""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x140771480,.rdata,aSchedule,string,"""SCHEDULE""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x140771498,.rdata,aSchedule_0,string,"""SCHEDULE""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x1407714A8,.rdata,aSchedule_1,string,"""SCHEDULE""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x1407714B8,.rdata,aServerConnect,string,"""Server Connect""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x1407714C8,.rdata,aWebclientinx,string,"""WebClientInx""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x1407714D8,.rdata,aServerConnect_0,string,"""Server Connect""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x1407714F0,.rdata,aServerConnect_1,string,"""Server Connect""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x140771500,.rdata,aCtrlclientinx,string,"""CtrlClientInx""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x140771510,.rdata,aServerConnect_2,string,"""Server Connect""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x140771528,.rdata,aFalse_7,string,"""false""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x140771530,.rdata,aBuycashitembyg,string,"""BuyCashItemByGold""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x140771548,.rdata,aServermode_1,string,"""ServerMode""",?CheckConnNumLog@CMainThread@@AEAAXXZ,0
0x140771558,.rdata,aMustBeRebootin,string,"""Must Be Rebooting!!""",?CheckServiceableTime@CMainThread@@AEAAXXZ,0
0x140771570,.rdata,aInitializeWorl_6,string,""".\\Initialize\\WorldSystem.ini""",?gm_MainThreadControl@CMainThread@@QEAAXXZ,0
0x140771590,.rdata,aSleepterm,string,"""SleepTerm""",?gm_MainThreadControl@CMainThread@@QEAAXXZ,0
0x1407715A0,.rdata,aMainthread,string,"""MainThread""",?gm_MainThreadControl@CMainThread@@QEAAXXZ,0
0x1407715B0,.rdata,aInitializeWorl_7,string,""".\\Initialize\\WorldSystem.ini""",?gm_MainThreadControl@CMainThread@@QEAAXXZ,0
0x1407715D0,.rdata,aSleepvalue,string,"""SleepValue""",?gm_MainThreadControl@CMainThread@@QEAAXXZ,0
0x1407715E0,.rdata,aMainthread_0,string,"""MainThread""",?gm_MainThreadControl@CMainThread@@QEAAXXZ,0
0x1407715F0,.rdata,aInitializeWorl_8,string,""".\\Initialize\\WorldSystem.ini""",?gm_MainThreadControl@CMainThread@@QEAAXXZ,0
0x140771610,.rdata,aSleepignore,string,"""SleepIgnore""",?gm_MainThreadControl@CMainThread@@QEAAXXZ,0
0x140771620,.rdata,aMainthread_1,string,"""MainThread""",?gm_MainThreadControl@CMainThread@@QEAAXXZ,0
0x140771630,.rdata,aInitializeWorl_9,string,""".\\Initialize\\WorldSystem.ini""",?gm_MainThreadControl@CMainThread@@QEAAXXZ,0
0x140771650,.rdata,aAttacksparedel,string,"""AttackSpareDelay""",?gm_MainThreadControl@CMainThread@@QEAAXXZ,0
0x140771670,.rdata,aInitializeWorl_10,string,""".\\Initialize\\WorldSystem.ini""",?gm_MainThreadControl@CMainThread@@QEAAXXZ,0
0x140771690,.rdata,aLimusernum,string,"""LimUserNum""",?gm_MainThreadControl@CMainThread@@QEAAXXZ,0
0x14077169C,.rdata,aSystem_6,string,"""System""",?gm_MainThreadControl@CMainThread@@QEAAXXZ,0
0x1407716A8,.rdata,aInitializeWorl_11,string,""".\\Initialize\\WorldSystem.ini""",?gm_MainThreadControl@CMainThread@@QEAAXXZ,0
0x1407716D0,.rdata,aChecksum,string,"""CheckSum""",?gm_MainThreadControl@CMainThread@@QEAAXXZ,0
0x1407716DC,.rdata,aSystem_7,string,"""System""",?gm_MainThreadControl@CMainThread@@QEAAXXZ,0
0x1407716F0,.rdata,aOndisplayFailu,string,"""OnDisplay() Failure""",?gm_DisplaymodeChange@CMainThread@@QEAAXXZ,1
0x140771708,.rdata,aDisplayError_0,string,"""Display Error""",?gm_DisplaymodeChange@CMainThread@@QEAAXXZ,1
0x140771718,.rdata,aOffdisplayFail,string,"""OffDisplay() Failure""",?gm_DisplaymodeChange@CMainThread@@QEAAXXZ,1
0x140771730,.rdata,aDisplayError_1,string,"""Display Error""",?gm_DisplaymodeChange@CMainThread@@QEAAXXZ,1
0x140771778,.rdata,aKickFromButton,string,"""Kick From Button""",?gm_UserExit@CMainThread@@QEAAXXZ,0
0x140771790,.rdata,aSuccess,string,"""Success""",?gm_DungeonLoad@CMainThread@@QEAAXXZ,0
0x140771798,.rdata,aDungeonLoad,string,"""Dungeon Load""",?gm_DungeonLoad@CMainThread@@QEAAXXZ,0
0x1407717A8,.rdata,aWorldinfoWorld_5,string,"""..\\WorldInfo\\WorldInfo.ini""",?AccountServerLogin@CMainThread@@QEAAXXZ,0
0x1407717C4,.rdata,aGateip,string,"""GateIP""",?AccountServerLogin@CMainThread@@QEAAXXZ,0
0x1407717CC,.rdata,aSystem_8,string,"""System""",?AccountServerLogin@CMainThread@@QEAAXXZ,0
0x1407717D8,.rdata,aWorldinfoWorld_6,string,"""..\\WorldInfo\\WorldInfo.ini""",?SerivceSelfStart@CMainThread@@QEAAXXZ,0
0x1407717F4,.rdata,aGateip_0,string,"""GateIP""",?SerivceSelfStart@CMainThread@@QEAAXXZ,0
0x1407717FC,.rdata,aSystem_9,string,"""System""",?SerivceSelfStart@CMainThread@@QEAAXXZ,0
0x140771808,.rdata,aMTbleffectdata_0,string,"""m_tblEffectData[tbl_code_res].. price..""",?check_loaded_data@CMainThread@@AEAA_NXZ,0
0x140771830,.rdata,aDateError,string,"""date error""",?check_loaded_data@CMainThread@@AEAA_NXZ,1
0x140771840,.rdata,aMTbleffectdata_1,string,"""m_tblEffectData[effect_code_skill].ReadRecordNum() > max_skill_num + max_item_skill_num + max_race_buff_skill_num + max_aura_skill_num + max_monster_skill_num""",?check_loaded_data@CMainThread@@AEAA_NXZ,0
0x1407718E0,.rdata,aDateError_0,string,"""date error""",?check_loaded_data@CMainThread@@AEAA_NXZ,1
0x1407718F0,.rdata,aMTbleffectdata_2,string,"""m_tblEffectData[effect_code_force].ReadRecordNum() > force_storage_num""",?check_loaded_data@CMainThread@@AEAA_NXZ,0
0x140771938,.rdata,aDateError_1,string,"""date error""",?check_loaded_data@CMainThread@@AEAA_NXZ,1
0x140771948,.rdata,aMTblmonsterDRe,string,"""m_tblMonster, %d Rec.. Level == %d""",?check_loaded_data@CMainThread@@AEAA_NXZ,0
0x140771970,.rdata,aDateError_2,string,"""date error""",?check_loaded_data@CMainThread@@AEAA_NXZ,1
0x140771980,.rdata,aSkillMasteryEr,string,"""skill mastery error( %s : %d)""",?check_loaded_data@CMainThread@@AEAA_NXZ,1
0x1407719A0,.rdata,aDateError_3,string,"""date error""",?check_loaded_data@CMainThread@@AEAA_NXZ,1
0x1407719B0,.rdata,aForceMasteryEr,string,"""force mastery error( %s : %d)""",?check_loaded_data@CMainThread@@AEAA_NXZ,1
0x1407719D0,.rdata,aDateError_4,string,"""date error""",?check_loaded_data@CMainThread@@AEAA_NXZ,1
0x1407719E0,.rdata,aMTblunitframeD,string,"""m_tblUnitFrame, %d Rec.. MoneyCode == %d""",?check_loaded_data@CMainThread@@AEAA_NXZ,0
0x140771A10,.rdata,aDateError_5,string,"""date error""",?check_loaded_data@CMainThread@@AEAA_NXZ,1
0x140771A20,.rdata,aMTblunitpartDD,string,"""m_tblUnitPart[%d], %d Rec.. MoneyCode == %d""",?check_loaded_data@CMainThread@@AEAA_NXZ,0
0x140771A50,.rdata,aDateError_6,string,"""date error""",?check_loaded_data@CMainThread@@AEAA_NXZ,1
0x140771A60,.rdata,aMTblunitbullet,string,"""m_tblUnitBullet[%d], %d Rec.. MoneyCode == %d""",?check_loaded_data@CMainThread@@AEAA_NXZ,0
0x140771A90,.rdata,aDateError_7,string,"""date error""",?check_loaded_data@CMainThread@@AEAA_NXZ,1
0x140771AA0,.rdata,aCquestmgrSTblq,string,"""CQuestMgr::s_tblQuest, %d Rec.. code: %s size(%d) is biger than quest_header_code_len(%d)""",?check_loaded_data@CMainThread@@AEAA_NXZ,0
0x140771B00,.rdata,aDateError_8,string,"""date error""",?check_loaded_data@CMainThread@@AEAA_NXZ,1
0x140771B10,.rdata,aClasscodeSDCod,string,"""classcode (%s : %d).., code error error""",?check_loaded_data@CMainThread@@AEAA_NXZ,1
0x140771B38,.rdata,aDataError,string,"""data error""",?check_loaded_data@CMainThread@@AEAA_NXZ,1
0x140771B48,.rdata,aClassRewardIte,string,"""class-reward-item error .., class: %s, table code error %s""",?check_loaded_data@CMainThread@@AEAA_NXZ,1
0x140771B88,.rdata,aDataError_0,string,"""data error""",?check_loaded_data@CMainThread@@AEAA_NXZ,1
0x140771B98,.rdata,aClassRewardIte_0,string,"""class-reward-item error.., class: %s, unit key %s""",?check_loaded_data@CMainThread@@AEAA_NXZ,1
0x140771BD0,.rdata,aDataError_1,string,"""data error""",?check_loaded_data@CMainThread@@AEAA_NXZ,1
0x140771BE0,.rdata,aClassRewardIte_1,string,"""class-reward-item error.., class: %s, unregistered item %s""",?check_loaded_data@CMainThread@@AEAA_NXZ,1
0x140771C20,.rdata,aDataError_2,string,"""data error""",?check_loaded_data@CMainThread@@AEAA_NXZ,1
0x140771C30,.rdata,aQuestRewardIte,string,"""quest-reward-item error.., quest: %s, table code error %s""",?check_loaded_data@CMainThread@@AEAA_NXZ,1
0x140771C70,.rdata,aDataError_3,string,"""data error""",?check_loaded_data@CMainThread@@AEAA_NXZ,1
0x140771C80,.rdata,aQuestRewardIte_0,string,"""quest-reward-item.., quest: %s, unregistered item %s""",?check_loaded_data@CMainThread@@AEAA_NXZ,0
0x140771CB8,.rdata,aDataError_4,string,"""data error""",?check_loaded_data@CMainThread@@AEAA_NXZ,1
0x140771CC8,.rdata,aBulletSDuratio,string,"""bullet's duration error(1~65535).., %s : %d""",?check_loaded_data@CMainThread@@AEAA_NXZ,1
0x140771CF8,.rdata,aDataError_5,string,"""data error""",?check_loaded_data@CMainThread@@AEAA_NXZ,1
0x140771D10,.rdata,aMonsterCodeStr,string,"""monster code string size error(monster_code_len: %d != %d).., %s""",?check_loaded_data@CMainThread@@AEAA_NXZ,1
0x140771D58,.rdata,aDataError_6,string,"""data error""",?check_loaded_data@CMainThread@@AEAA_NXZ,1
0x140771D68,.rdata,aSetUniqueItemD,string,"""Set&Unique Item Data Check Error""",?check_loaded_data@CMainThread@@AEAA_NXZ,1
0x140771D90,.rdata,aDataCheckError,string,"""Data Check Error""",?check_loaded_data@CMainThread@@AEAA_NXZ,1
0x140771DA8,.rdata,aDbQrySynQryShe,string,"""DB Qry Syn ( _qry_sheet_reged )size error (%d)""",?check_dbsyn_data_size@CMainThread@@AEAA_NXZ,1
0x140771DD8,.rdata,aCgameserverdoc_8,string,"""CGameServerDoc Error""",?check_dbsyn_data_size@CMainThread@@AEAA_NXZ,1
0x140771DF0,.rdata,aDbQrySynQryShe_0,string,"""DB Qry Syn ( _qry_sheet_insert )size error (%d)""",?check_dbsyn_data_size@CMainThread@@AEAA_NXZ,1
0x140771E20,.rdata,aCgameserverdoc_9,string,"""CGameServerDoc Error""",?check_dbsyn_data_size@CMainThread@@AEAA_NXZ,1
0x140771E38,.rdata,aDbQrySynQryShe_1,string,"""DB Qry Syn ( _qry_sheet_delete )size error (%d)""",?check_dbsyn_data_size@CMainThread@@AEAA_NXZ,1
0x140771E68,.rdata,aCgameserverdoc_10,string,"""CGameServerDoc Error""",?check_dbsyn_data_size@CMainThread@@AEAA_NXZ,1
0x140771E80,.rdata,aDbQrySynQryShe_2,string,"""DB Qry Syn ( _qry_sheet_load )size error (%d)""",?check_dbsyn_data_size@CMainThread@@AEAA_NXZ,1
0x140771EB0,.rdata,aCgameserverdoc_11,string,"""CGameServerDoc Error""",?check_dbsyn_data_size@CMainThread@@AEAA_NXZ,1
0x140771EC8,.rdata,aDbQrySynQryShe_3,string,"""DB Qry Syn ( _qry_sheet_logout )size error (%d)""",?check_dbsyn_data_size@CMainThread@@AEAA_NXZ,1
0x140771EF8,.rdata,aCgameserverdoc_12,string,"""CGameServerDoc Error""",?check_dbsyn_data_size@CMainThread@@AEAA_NXZ,1
0x140771F10,.rdata,aDbQrySynQryShe_4,string,"""DB Qry Syn ( _qry_sheet_lobby )size error (%d)""",?check_dbsyn_data_size@CMainThread@@AEAA_NXZ,1
0x140771F40,.rdata,aCgameserverdoc_13,string,"""CGameServerDoc Error""",?check_dbsyn_data_size@CMainThread@@AEAA_NXZ,1
0x140771F58,.rdata,aDbQrySynLogShe,string,"""DB Qry Syn ( _log_sheet_lv )size error (%d)""",?check_dbsyn_data_size@CMainThread@@AEAA_NXZ,1
0x140771F88,.rdata,aCgameserverdoc_14,string,"""CGameServerDoc Error""",?check_dbsyn_data_size@CMainThread@@AEAA_NXZ,1
0x140771FA0,.rdata,aDbQrySynLogShe_0,string,"""DB Qry Syn ( _log_sheet_usernum )size error (%d)""",?check_dbsyn_data_size@CMainThread@@AEAA_NXZ,1
0x140771FD8,.rdata,aCgameserverdoc_15,string,"""CGameServerDoc Error""",?check_dbsyn_data_size@CMainThread@@AEAA_NXZ,1
0x140771FF0,.rdata,aDbQrySynLogShe_1,string,"""DB Qry Syn ( _log_sheet_economy )size error (%d)""",?check_dbsyn_data_size@CMainThread@@AEAA_NXZ,1
0x140772028,.rdata,aCgameserverdoc_16,string,"""CGameServerDoc Error""",?check_dbsyn_data_size@CMainThread@@AEAA_NXZ,1
0x140772040,.rdata,aDSS,string,"""%d%s%s""",?GetTommorrowStr@CMainThread@@AEAAXPEAD@Z,0
0x140772048,.rdata,aVersionDefineE,string,"""Version define error""",?CheckDefine@CMainThread@@AEAA_NXZ,1
0x140772060,.rdata,aCmainthreadChe,string,"""CMainThread::CheckDefine()""",?CheckDefine@CMainThread@@AEAA_NXZ,0
0x140772080,.rdata,a04d02d,string,"""%04d%02d""",?CreateSelectCharacterLogTable@CMainThread@@AEAAXE@Z,0
0x140772090,.rdata,aTblCharacterse_0,string,"""tbl_characterselect_log_%s""",?CreateSelectCharacterLogTable@CMainThread@@AEAAXE@Z,1
0x1407720B0,.rdata,aCreateSTableFa,string,"""Create %s Table Failed!""",?CreateSelectCharacterLogTable@CMainThread@@AEAAXE@Z,1
0x1407720C8,.rdata,aCmainthreadGam_14,string,"""CMainThread::_GameDataBaseInit()""",?CreateSelectCharacterLogTable@CMainThread@@AEAAXE@Z,0
0x1407720F0,.rdata,aCharacterSelec,string,"""Character Select Log Table(%s) Make Complete!!""",?CreateSelectCharacterLogTable@CMainThread@@AEAAXE@Z,1
0x140772120,.rdata,aInitializeServ,string,"""./initialize/ServerRate.ini""",?CheckServerRateINIFile@CMainThread@@AEAAXXZ,0
0x140772140,.rdata,aInitializeServ_0,string,"""./initialize/ServerRate.ini""",?LoadServerRateINIFile@CMainThread@@AEAA_NXZ,0
0x140772160,.rdata,aInitializeServ_1,string,"""./initialize/ServerRate.ini""",?LoadServerRateINIFile@CMainThread@@AEAA_NXZ,0
0x140772180,.rdata,aItemrootrate,string,"""ItemRootRate""",?LoadServerRateINIFile@CMainThread@@AEAA_NXZ,0
0x140772190,.rdata,aServerRate,string,"""Server Rate""",?LoadServerRateINIFile@CMainThread@@AEAA_NXZ,0
0x1407721A0,.rdata,aInitializeServ_2,string,"""./initialize/ServerRate.ini""",?LoadServerRateINIFile@CMainThread@@AEAA_NXZ,0
0x1407721C0,.rdata,aMinespeedrate,string,"""MineSpeedRate""",?LoadServerRateINIFile@CMainThread@@AEAA_NXZ,0
0x1407721D0,.rdata,aServerRate_0,string,"""Server Rate""",?LoadServerRateINIFile@CMainThread@@AEAA_NXZ,0
0x1407721E0,.rdata,aInitializeServ_3,string,"""./initialize/ServerRate.ini""",?LoadServerRateINIFile@CMainThread@@AEAA_NXZ,0
0x140772200,.rdata,aForceliveraccu,string,"""ForceLiverAccumRate""",?LoadServerRateINIFile@CMainThread@@AEAA_NXZ,0
0x140772218,.rdata,aServerRate_1,string,"""Server Rate""",?LoadServerRateINIFile@CMainThread@@AEAA_NXZ,0
0x140772228,.rdata,aInitializeServ_4,string,"""./initialize/ServerRate.ini""",?LoadServerRateINIFile@CMainThread@@AEAA_NXZ,0
0x140772248,.rdata,aMasterygetrate,string,"""MasteryGetRate""",?LoadServerRateINIFile@CMainThread@@AEAA_NXZ,0
0x140772258,.rdata,aServerRate_2,string,"""Server Rate""",?LoadServerRateINIFile@CMainThread@@AEAA_NXZ,0
0x140772268,.rdata,aInitializeServ_5,string,"""./initialize/ServerRate.ini""",?LoadServerRateINIFile@CMainThread@@AEAA_NXZ,0
0x140772288,.rdata,aAnimusexprate,string,"""AnimusExpRate""",?LoadServerRateINIFile@CMainThread@@AEAA_NXZ,0
0x140772298,.rdata,aServerRate_3,string,"""Server Rate""",?LoadServerRateINIFile@CMainThread@@AEAA_NXZ,0
0x1407722A8,.rdata,aInitializeServ_6,string,"""./initialize/ServerRate.ini""",?LoadServerRateINIFile@CMainThread@@AEAA_NXZ,0
0x1407722C8,.rdata,aPlayerexprate,string,"""PlayerExpRate""",?LoadServerRateINIFile@CMainThread@@AEAA_NXZ,0
0x1407722D8,.rdata,aServerRate_4,string,"""Server Rate""",?LoadServerRateINIFile@CMainThread@@AEAA_NXZ,0
0x1407722E8,.rdata,aInitializeServ_7,string,"""./initialize/ServerRate.ini""",?LoadServerRateINIFile@CMainThread@@AEAA_NXZ,0
0x140772308,.rdata,aPlayerdieexpra,string,"""PlayerDieExpRate""",?LoadServerRateINIFile@CMainThread@@AEAA_NXZ,0
0x140772320,.rdata,aServerRate_5,string,"""Server Rate""",?LoadServerRateINIFile@CMainThread@@AEAA_NXZ,0
0x140772330,.rdata,aInitializeServ_8,string,"""./initialize/ServerRate.ini""",?LoadServerRateINIFile@CMainThread@@AEAA_NXZ,0
0x140772350,.rdata,aDarkholereward,string,"""DarkHoleRewardRate""",?LoadServerRateINIFile@CMainThread@@AEAA_NXZ,0
0x140772368,.rdata,aServerRate_6,string,"""Server Rate""",?LoadServerRateINIFile@CMainThread@@AEAA_NXZ,0
